itemID,title,gender,style,outline,materials,color,pattern,detail,donning、doffing,URL link
p668,浅蓝工装牛仔裤,男款,潮酷休闲裤装,阔腿型,牛仔面料,浅蓝,工装口袋、金属扣,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=994054677553&mi_id=0000MVVv8M3I2KSTIAHQA7HezE5SgGgo1GIpk2-Ly0qro6o&ns=1&priceTId=214784c417689191622715072e11c1&skuId=6134979722961&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%221bc917c32ca02f1aa02420cefc3bdfc5%22%7D&xxc=taobaoSearch
p669,浅卡其机能双肩包,男款,户外休闲包袋,双肩包型,尼龙面料,浅卡其、黑,无图案,抽绳口袋,背负式,https://dw4.co/t/A/1u8Z4Nv4t
p670,银灰机能休闲鞋,男款,潮酷休闲鞋,低帮型,网面、皮质,银、灰,品牌标装饰,系带固定,穿脱式,https://dw4.co/t/A/1u8Z4S0CF
p671,米黑拼色连帽夹克,男款,简约休闲外套,宽松型,棉质面料,米、黑,小标装饰,连帽、拉链开合,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=1004991230130&mi_id=0000qt2EGkj5keL8Fk6BCTo7uTwq-X07p7N_AnrmZAA-8mQ&ns=1&priceTId=213e091217689193603361996e11cb&skuId=6000256701354&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%227e7b35bba8b06fa5708995afc61bb4f5%22%7D&xxc=taobaoSearch
p672,米白文字印花长袖T恤,男款,简约休闲上衣,宽松型,棉质面料,米白,文字印花,圆领设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=1003575747722&mi_id=0000XrA5o1graKOPLZIXIang_ufp1HJZWOIvZNCs3nt-H9g&ns=1&priceTId=213e091217689193726082866e11cb&skuId=6162644334087&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2297a81e0744cc89dca0aed055be2b4740%22%7D&xxc=taobaoSearch
p673,藏青工装阔腿裤,男款,潮酷休闲裤装,阔腿型,棉质面料,藏青,工装口袋、金属扣,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=999713710908&mi_id=0000d33_9WOxT9D5IgnF3xHlaSthVjw734n1DqhhnSJRuRY&ns=1&priceTId=213e091217689193895233984e11cb&skuId=5986882685175&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22831759298d018c839e4463470dd307c5%22%7D&xxc=taobaoSearch
p674,卡其简约棒球帽,男款,休闲配饰,棒球帽型,棉质面料,卡其,小标装饰,可调节扣,佩戴式,https://dw4.co/t/A/1u8Wi8Nru
p675,米白拼色休闲鞋,男款,复古休闲鞋,低帮型,皮质、麂皮,米白,拼接设计,系带固定,穿脱式,https://dw4.co/t/A/1u8XsmTtW
p676,藏青格纹口袋牛仔外套,男款,复古休闲外套,宽松型,牛仔面料,藏青、格纹,格纹口袋、字母标,纽扣开合,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=994737488246&mi_id=0000MAqjt1zpKtW0ha6Qg8-vLnMdRZcBzZG8a1PSdf4Y7rY&ns=1&priceTId=213e091217689194830193309e11cb&skuId=6134942930289&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%229f5884ba6573bd43a6015f67c54f09fc%22%7D&xxc=taobaoSearch
p677,白色小标长袖T恤,男款,简约休闲上衣,宽松型,棉质面料,白,小标装饰,圆领设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=860132372571&mi_id=0000YeZGEM24xXYSizO5GHrlMRn_ypo9YWQlhcJ029JK5c0&ns=1&priceTId=213e091217689194982244555e11cb&skuId=5842696723656&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%228a1409aeec8e192084352b874f05fa0e%22%7D&xxc=taobaoSearch
p678,藏青灯芯绒阔腿裤,男款,复古休闲裤装,阔腿型,灯芯绒面料,藏青,拼接缝线,松紧腰头,穿脱式,https://e.tb.cn/h.7NvxEFWTf8rrIBO?tk=fEgOUfz2Iio
p679,卡其棕拼色工装靴,男款,户外休闲鞋,高帮型,麂皮面料,卡其、棕,字母装饰,系带固定,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=823204985000&mi_id=0000uU8UiZvtGOeXe6fWK5mq0ax6icYl0QHMaiqTwgO_mAc&ns=1&priceTId=213e091217689195540201452e11cb&skuId=5534868508911&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22c0aa9725183243df8217de6e0a785d75%22%7D&xxc=taobaoSearch
p680,藏青浅蓝拼色字母卫衣,男款,潮酷休闲上衣,宽松型,棉质面料,藏青、浅蓝,字母印花,假两件设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=1003488201207&mi_id=0000yxu2jlA1488ARXMoXJ7cpYZcqBoYWAYsNURtSt3hA-8&ns=1&priceTId=213e091217689195667422443e11cb&skuId=6158946194899&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22da8e4541609802c1d3aa77c3f0ac044d%22%7D&xxc=taobaoSearch
p681,浅蓝做旧工装牛仔裤,男款,复古潮酷裤装,阔腿型,牛仔面料,浅蓝,工装口袋、金属扣,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=994054677553&mi_id=0000MVVv8M3I2KSTIAHQA7HezIand7cgVqtb68QFCGAXRvc&ns=1&priceTId=213e091217689195817373525e11cb&skuId=6134979722961&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%220c1ed3427dc43c37c6216048ec466202%22%7D&xxc=taobaoSearch
p682,浅蓝牛仔字母棒球帽,男款,复古休闲配饰,棒球帽型,牛仔面料,浅蓝,字母印花,可调节扣,佩戴式,https://dw4.co/t/A/1u8YISZrA
p683,棕银拼色头戴耳机,男款,时尚电子配饰,头戴型,皮质、金属,棕、银,品牌标装饰,伸缩头梁,佩戴式,https://detail.tmall.com/item.htm?abbucket=2&id=588399817225&mi_id=00000I7haVrpdjj8LLaN5h9SjaVt15XhNhyksMxpoBdWVxo&ns=1&priceTId=213e091217689196240087353e11cb&skuId=5124021829849&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%222d1d22bbf6d56e9fba172501d44dcbb6%22%7D&xxc=taobaoSearch
p684,黄黑拼色休闲鞋,男款,潮流休闲鞋,低帮型,麂皮面料,黄、黑,品牌标装饰,系带固定,穿脱式,https://dw4.co/t/A/1u8Z5MQzm
p685,亮黄字母印花长袖T恤,男款,潮酷休闲上衣,宽松型,棉质面料,亮黄,字母印花,圆领设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=998370468262&mi_id=0000tYUsUypiP14ZkDlnCjVqsFht8AaU7eZA_oNT9Vy_2zk&ns=1&priceTId=213e091217689196609352812e11cb&skuId=6168246158966&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%2267b0d4aa46719abf07952f97485beba0%22%7D&xxc=taobaoSearch
p686,藏青工装阔腿裤,男款,潮酷休闲裤装,阔腿型,棉质面料,藏青,工装口袋、金属扣,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=999713710908&mi_id=0000d33_9WOxT9D5IgnF3xHlaV6N5c8xFjWmliUv-d6kuC8&ns=1&priceTId=213e091217689196760094068e11cb&skuId=5986882685175&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%2214990508871ede7ab5f4e4581fb57d0c%22%7D&xxc=taobaoSearch
p687,灰白黑拼色休闲运动鞋,男款,简约休闲鞋,低帮型,网面、皮质,灰、白、黑,品牌标装饰,系带固定,穿脱式,https://dw4.co/t/A/1u8YIjyLh
p688,米白字母印花长袖T恤,男款,简约休闲上衣,宽松型,棉质面料,米白,字母印花,圆领设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=1005712220533&mi_id=0000_QhzldS8OqFxkKtQ0Kslst9AF98RzqX-ctfOMhE872g&ns=1&priceTId=213e091217689197100146898e11cb&skuId=6163217063172&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%229709a04a3c5a877a79014c111cfa5e20%22%7D&xxc=taobaoSearch
p689,浅灰解构风束脚卫裤,男款,潮酷休闲裤装,束脚型,棉质面料,浅灰,解构缝线,松紧腰头,穿脱式,https://e.tb.cn/h.7n42LNUTrHRAK9Q?tk=uNPWUfAKAdF
p690,黑底浅绿字母棒球帽,男款,潮酷休闲配饰,棒球帽型,棉质面料,黑、浅绿,字母印花,可调节扣,佩戴式,https://dw4.co/t/A/1u8X7MLtE
p691,墨绿金白拼色休闲鞋,男款,复古休闲鞋,低帮型,麂皮面料,墨绿、白、金,条纹装饰、品牌标,系带固定,穿脱式,https://dw4.co/t/A/1u8XtncFI
p692,紫色线条装饰卫衣,男款,潮酷休闲上衣,宽松型,棉质面料,紫色,线条装饰、小标,圆领设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&fpChannel=101&fpChannelSig=8e1a4b2eb4256a5c875dad2bbf41ed33dd514af9&id=994492472341&mi_id=0000POU6NGAHOAac0KZYAXHY7NQcW-2IOBk825smSVfKGfE&ns=1&priceTId=213e091217689198282921226e11cb&skuId=5969522645858&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22614cbdab49f03e3f67357093a2adc4be%22%7D&xxc=taobaoSearch
p693,藏青工装阔腿裤,男款,潮酷休闲裤装,阔腿型,棉质面料,藏青,工装口袋、金属扣,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=999713710908&mi_id=0000d33_9WOxT9D5IgnF3xHlaTXu4LakYbu60KfaDQY82V8&ns=1&priceTId=213e091217689198390332057e11cb&skuId=5986882685175&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22dd78f623b006dabc5d29b05e29c39a07%22%7D&xxc=taobaoSearch
p694,灰白黑拼色休闲运动鞋,男款,简约休闲鞋,低帮型,网面、皮质,灰、白、黑,品牌标装饰,系带固定,穿脱式,https://dw4.co/t/A/1u8Z5MQzm
p695,黑紫拼色机能连帽夹克,男款,机能潮酷外套,宽松型,防风面料,黑、紫,紫色拉链装饰,连帽、拉链开合,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=1002742706144&mi_id=0000ne45Y2IuMUsns2UO6MaAFM5hsbqCWzxQDAuJwmpvRfc&ns=1&priceTId=213e091217689198596174035e11cb&skuId=5993448444737&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%229b71b169c5e53d78eded4f425a056174%22%7D&xxc=taobaoSearch
p696,紫色工装阔腿裤,男款,潮酷休闲裤装,阔腿型,棉质面料,紫色,工装口袋,松紧腰头,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=974842817520&mi_id=0000vVIZQjxPoCAmRzCy0szOyJhZUL9IxbuXl5K2E5XoIYI&ns=1&priceTId=213e091217689198746715269e11cb&skuId=6092645514719&spm=a21n57.imgsearch.item.8&utparam=%7B%22aplus_abtest%22%3A%22da84fd1acfe0adf0ff7e500324b21b5c%22%7D&xxc=taobaoSearch
p697,紫色小标棒球帽,男款,简约休闲配饰,棒球帽型,棉质面料,紫色,小标装饰,可调节扣,佩戴式,https://dw4.co/t/A/1u8X7n4eC
p698,米黄黑拼色太阳镜,男款,时尚配饰,墨镜型,塑料、金属,米黄、黑、金,无图案,镜腿弹性设计,佩戴式,https://detail.tmall.com/item.htm?abbucket=2&id=780382124957&mi_id=0000ghQvA59XJo3srV8BwGq8EfIL7gOjj99XdUhLm8TTG5M&ns=1&priceTId=213e091217689199863587343e11cb&skuId=5332044233374&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22de2654206548ac08d6fb0d757f95869b%22%7D&xxc=taobaoSearch
p699,多色拼接户外休闲鞋,男款,户外休闲鞋,低帮型,麂皮面料,棕、黄、蓝、黑,拼接设计,系带固定,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=838833354830&mi_id=00000ciL-rrEJAugn4X6HBzW7dOfoHFPzPXq8DOWfsFhSSg&ns=1&priceTId=213e091217689199980298397e11cb&skuId=5770448775472&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22aa6c637ecf40e802559037393d08c047%22%7D&xxc=taobaoSearch
p700,浅蓝小标长袖T恤,女款,简约休闲上衣,宽松型,棉质面料,浅蓝,小标装饰,圆领设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=1002165843319&mi_id=0000NEzYm-SZsqVEOerTC65v5rtTb2KkgpIle-MeAFSXqFk&ns=1&priceTId=213e091217689200083371174e11cb&skuId=6159882847296&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%22a62669d52ed36db21c82b0287a028cc4%22%7D&xxc=taobaoSearch
p701,白色层叠荷叶边半身裙,女款,甜美休闲下装,中裙型,棉质面料,白色,层叠荷叶边,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=891540232250&mi_id=0000rO5IFxege7KUhWpxWuT5MNWrhE8cascmf5l2kTQbWKA&ns=1&priceTId=213e091217689200210482328e11cb&skuId=5903568350314&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%226566662d6a2dd6c2b204f217be079b32%22%7D&xxc=taobaoSearch
p702,白色褶皱装饰长袜套,女款,甜美配饰,袜套型,布艺面料,白色,褶皱装饰,弹性贴合,佩戴式,https://item.taobao.com/item.htm?abbucket=2&id=924488336283&mi_id=0000ihKb40umuEcDi-JQDpO9YBnBbz682lvuwAMSr7NWYxk&ns=1&priceTId=213e091217689200345703629e11cb&skuId=5801416276719&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22fd40c3ab6ed5624e1b45979882452943%22%7D&xxc=taobaoSearch
p703,湖蓝缎面蝴蝶结玛丽珍鞋,女款,温柔休闲鞋,低帮型,缎面面料,湖蓝,蝴蝶结装饰,搭扣固定,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=900237296690&mi_id=0000YeIaeqOl6c_9dOuKb68ctUrH0TFojB85HO9aQM1bOaM&ns=1&priceTId=213e091217689200523195234e11cb&skuId=5754131612878&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22ac63ed7f811882c510fa2e77ff29337f%22%7D&xxc=taobaoSearch
p704,黄蓝拼色小标卫衣,男款,简约休闲上衣,宽松型,棉质面料,黄、蓝,小标装饰,圆领设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=994025825559&mi_id=0000oXtLvW3v5rtUpbl5Em8MULWL3LarrfERNXSW7wNXp2M&ns=1&priceTId=213e091217689200664266400e11cb&skuId=5969095820954&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22083b3d9a98354212693c285107f95243%22%7D&xxc=taobaoSearch
p705,浅蓝做旧牛仔裤,男款,复古休闲裤装,阔腿型,牛仔面料,浅蓝,做旧缝线,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&fpChannel=101&fpChannelSig=7cbe97c35235f67a1f5e8194d59e30b1a7a4c683&id=994751860960&mi_id=0000L_khoVNfmH0xoJ1MOr9VT6tDaVe6s6GRuUkfyxdSwJI&ns=1&priceTId=213e091217689201015091133e11cb&skuId=6135724291690&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%2222370ac9ec7e2099b2bf7dd25fea7af8%22%7D&xxc=taobaoSearch
p706,米白棕拼色休闲鞋,男款,复古休闲鞋,低帮型,皮质面料,米白、棕,小标装饰,系带固定,穿脱式,https://dw4.co/t/A/1u8Z6hbDB
p707,浅蓝白拼色卫衣,男款,潮酷休闲上衣,宽松型,棉质面料,浅蓝、白,小标装饰,撞色拼接,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=1006071192537&mi_id=0000Hodp8jAUKaenHi23kOHOwACAjkCUHPRdj2ChmMqSbEM&ns=1&priceTId=213e091217689201378494341e11cb&skuId=5998918645827&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2219c29b40a3203bf8c458d89969e06587%22%7D&xxc=taobaoSearch
p708,藏青工装阔腿裤,男款,潮酷休闲裤装,阔腿型,棉质面料,藏青,工装口袋、金属扣,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=999713710908&mi_id=0000d33_9WOxT9D5IgnF3xHlaUwY1MLNXNHswPkdF2ZSwlw&ns=1&priceTId=213e091217689201580925974e11cb&skuId=5986882685175&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22d706a3780e79e6e8297194efa25e328f%22%7D&xxc=taobaoSearch
p709,砖红字母棒球帽,男款,休闲配饰,棒球帽型,棉质面料,砖红,字母刺绣,可调节扣,佩戴式,https://dw4.co/t/A/1u8YhxnNJ
p710,蓝白棕拼色休闲鞋,男款,复古休闲鞋,低帮型,麂皮面料,蓝、白、棕,拼接设计,系带固定,穿脱式,https://dw4.co/t/A/1u8Z6sjfY
p711,酒红小狗图案针织开衫,女款,可爱休闲上衣,宽松型,针织面料,酒红、多色,小狗图案,纽扣开合,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=964671035723&mi_id=0000E6Rc4c5EssTdtxaK15ETi-luqgGjFJQIJAkKoZbaXJ4&ns=1&priceTId=213e091217689202171892371e11cb&skuId=6168240098334&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22527c5c1fa94a2b09acc2a78ca0a7a782%22%7D&xxc=taobaoSearch
p712,米白小标高领长袖T恤,女款,简约休闲上衣,修身型,棉质面料,米白,小标装饰,高领设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=968609316186&mi_id=0000tUKZ7S5qwRsjgvSasIUzg2end8td_2aPiiA4yvO7u4o&ns=1&priceTId=213e091217689202273963334e11cb&skuId=5914085596922&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22e7768ea62bf7722e6e64187551a22294%22%7D&xxc=taobaoSearch
p713,深蓝卷边牛仔裤,女款,复古休闲裤装,阔腿型,牛仔面料,深蓝,卷边设计,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=987382990880&mi_id=0000TJWDBPiVJg3q35_UUQyITemptuoYoHzCswEFGV1ArEQ&ns=1&priceTId=213e091217689202369314430e11cb&skuId=5953219693090&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%22ca3672e4a53e25bfc364a446cdb9a80e%22%7D&xxc=taobaoSearch
p714,棕色皮质双肩包,通用款,复古休闲包袋,双肩包型,皮质面料,棕色,无图案,翻盖、双背带,背负式,https://dw4.co/t/A/1u8Xv2iu2
p715,棕白拼色休闲鞋,女款,复古休闲鞋,低帮型,麂皮面料,棕、白,拼接设计,系带固定,穿脱式,https://dw4.co/t/A/1u8XVRARI
p716,浅蓝文字印花卫衣,女款,简约休闲上衣,宽松型,棉质面料,浅蓝,文字印花,圆领设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=939580543940&mi_id=0000LXMpWSCYe8OMlg1-L3KwB5daOdRhjZQ5Wpk0MawhRUM&ns=1&priceTId=213e091217689202971398757e11cb&skuId=5836845256714&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%221cc9b5cfd6b3574b76fa8a9c14198569%22%7D&xxc=taobaoSearch
p717,白色蕾丝边文字T恤,女款,温柔休闲上衣,宽松型,棉质面料,白,文字印花、蕾丝边,圆领设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=948985530356&mi_id=0000pbNz58hHUnD1fpnprqqpFHDiuSpRyPJuSyjTj-77pU4&ns=1&priceTId=213e091217689203119391843e11cb&skuId=5908602961559&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22939b943008ac55e1524405886f2d0e45%22%7D&xxc=taobaoSearch
p718,白色阔腿休闲裤,女款,简约休闲裤装,阔腿型,棉质面料,白色,卷边设计,松紧腰头,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=926216546685&mi_id=0000gsuz7djEMgIbF_SMoJKmFYxPanzg_qbSxRogNRuwpG8&ns=1&priceTId=213e091217689203234222814e11cb&skuId=5974868211737&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%225085c806f81d461c65e1019f3211b19e%22%7D&xxc=taobaoSearch
p719,浅蓝白拼色休闲鞋,女款,温柔休闲鞋,低帮型,麂皮面料,浅蓝、白,拼接设计,系带固定,穿脱式,https://dw4.co/t/A/1u8XvJSAl
p720,紫白条纹短袖T恤,女款,甜美休闲上衣,修身型,针织面料,紫、白,条纹装饰,圆领设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=935597265630&mi_id=0000SEQ3qFHqKkv-0LtcohKr-Qx_rNlBot35bbdf-6XXwZU&ns=1&priceTId=213e091217689203819457417e11cb&skuId=5992196326106&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22ea3b4af4f2fa2704a0579b3c8b66f8e6%22%7D&xxc=taobaoSearch
p721,白色层叠荷叶边短裙,女款,甜美休闲下装,短裙型,棉质面料,白色,层叠荷叶边,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=765708017922&mi_id=0000a2oy9077zJbHaYQHngwf5xl0al-88uVzMiwI8H_WJLk&ns=1&priceTId=213e091217689204045891220e11cb&skuId=5732688129596&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a1ad6ac0f1d72e711e5c0b5d10906380%22%7D&xxc=taobaoSearch
p722,藤编圆形单肩包,女款,度假休闲包袋,单肩包型,藤编面料,浅棕,无图案,编织肩带,单肩背,https://item.taobao.com/item.htm?abbucket=2&id=684834380655&mi_id=0000QGm3RHEA65XsdaOwHhgMmmAYu_j3arm7g636XKH8a2A&ns=1&priceTId=213e091217689204152632037e11cb&skuId=4898431905327&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%224b7b42f9739c91224f1425647c197e03%22%7D&xxc=taobaoSearch
p723,米白蝴蝶结玛丽珍鞋,女款,温柔休闲鞋,低帮型,布艺面料,米白,蝴蝶结装饰,搭扣固定,穿脱式,https://item.taobao.com/item.htm?abbucket=2&id=942242004416&mi_id=0000jQx5UqNjSL2qLEUa_QgGOcu4WK5-jr0H6eH89PWHktE&ns=1&priceTId=213e091217689204262632993e11cb&skuId=5841094141095&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22025a6e4d9c92d08496bb6002e24fbdaf%22%7D&xxc=taobaoSearch
p724,粉蓝白拼色字母T恤,女款,可爱休闲上衣,宽松型,棉质面料,粉、蓝、白,字母印花,撞色插肩袖,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=874291636591&mi_id=0000qwkrtb1IqhNOuu0Mu4v3GiJhoTqMTdG9sVT_z7Rv4JU&ns=1&priceTId=213e091217689204363203978e11cb&skuId=5710347925434&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%221a3ea37a0015da49a2b114c34dfb8aa7%22%7D&xxc=taobaoSearch
p725,白色褶皱层叠短裙,女款,甜美休闲下装,短裙型,棉质面料,白色,褶皱层叠,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=854383534429&mi_id=0000D9yAMu-wsJScSvdf16bn2cmQkWnqixClqecYI46luiE&ns=1&priceTId=213e091217689204507625069e11cb&skuId=5823771234928&spm=a21n57.imgsearch.item.13&utparam=%7B%22aplus_abtest%22%3A%226f92059f4efd89ef285d21db4ab68018%22%7D&xxc=taobaoSearch
p726,银色亮面装饰包,女款,潮酷装饰包,挂饰型,亮面面料,银色,标签装饰,挂绳设计,悬挂式,https://item.taobao.com/item.htm?abbucket=2&id=867399715456&mi_id=0000skI1EMPdVHLpIiKNijTW-tdR0xKXD7F2D7Rdx37CmZU&ns=1&priceTId=213e091217689204707916853e11cb&skuId=6158595419563&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22b225874299854b09b2a9338b084035d8%22%7D&xxc=taobaoSearch
p727,银黑拼色厚底玛丽珍鞋,女款,潮酷休闲鞋,低帮型,亮面面料,银、黑,蝴蝶结、搭扣,厚底设计,穿脱式,https://dw4.co/t/A/1u8YilwTE
p728,米黑拼色条纹毛衣,男款,简约休闲上衣,宽松型,针织面料,米、黑,条纹装饰,贴袋设计,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&fpChannel=101&fpChannelSig=2cffe3c00f6a689330d7190c4af079166f05fb1b&id=958988662650&mi_id=0000ooUXxIWoA-qjLg76uX8C2Hy4hrAgJ9t1pzzdO-8q0Ko&ns=1&priceTId=213e091217689205054611324e11cb&skuId=6157852111632&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22d1ef91644d6ae300780e05f4f2fc193a%22%7D&xxc=taobaoSearch
p729,深蓝灰拼色工装牛仔裤,男款,潮酷休闲裤装,阔腿型,牛仔面料,深蓝、灰,撞色口袋,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=940918947318&mi_id=0000m70OmASazFDkKaGK3ZdmpNYgFHGROsPwnJhE-SNRAOk&ns=1&priceTId=213e091217689205164962291e11cb&skuId=6056949415261&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22293692b01be18d475befa82c8c756e50%22%7D&xxc=taobaoSearch
p730,棕白拼色厚底休闲鞋,男款,复古休闲鞋,低帮型,麂皮面料,棕、白,条纹装饰,系带固定,穿脱式,https://dw4.co/t/A/1u8Z7jR1u
p731,藏青黄拼色条纹POLO卫衣,男款,复古休闲上衣,宽松型,棉质面料,藏青、黄、白,条纹装饰、字母标,纽扣领,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=1004496290813&mi_id=0000_9UfHAUsLLi73UHI1H1PWu5NSBlGEcCve6E89HzztIE&ns=1&priceTId=213e091217689205496694919e11cb&skuId=5998893701017&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2232b8ddfdc1aa48ea679c7f371ab83766%22%7D&xxc=taobaoSearch
p732,浅灰解构风束脚卫裤,男款,潮酷休闲裤装,束脚型,棉质面料,浅灰,解构缝线,松紧腰头,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=994759872174&mi_id=0000hVVo-IYBfqDT6jh7aEKVyE6RoDLmxzAJDNEY9HeQel4&ns=1&priceTId=213e091217689205596965768e11cb&skuId=5969164284028&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2239c1edc5e3b4d6506f01226472acef94%22%7D&xxc=taobaoSearch
p733,藏青灰拼色条纹休闲鞋,男款,复古休闲鞋,低帮型,网面、麂皮,藏青、灰、白,条纹装饰,系带固定,穿脱式,https://dw4.co/t/A/1u8XvtqLc
p734,藏青连帽拉链卫衣,男款,简约休闲外套,宽松型,棉质面料,藏青,小标装饰,连帽、拉链开合,穿脱式,https://detail.tmall.com/item.htm?abbucket=2&id=1002741122747&mi_id=0000E0TEJgIbs3BcM9hG4Y56EV8t9z-doI11t1KUGAduF0I&ns=1&priceTId=213e091217689206070191622e11cb&skuId=5994568457537&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2200f30e35ceff95317a10765c343de238%22%7D&xxc=taobaoSearch
