itemID,title,gender,style,outline,materials,color,pattern,detail,donning/doffing,URL link
p2001,米色毛绒短外套,女款,毛绒质感短款剪裁扣带装饰米色毛绒短外套,短款修身版型,毛绒面料,米色,纯色,扣带装饰、纽扣开合,开衫式穿脱，通过纽扣调节松紧,https://detail.tmall.com/item.htm?abbucket=8&id=989746419804&mi_id=00004A9gP9RU1tYLAdlhtjlpk_cOaDlJiR5YhoIh2NCKJT4&ns=1&priceTId=214782f517690953793074725e1e97&skuId=6125870323344&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2248fede8157e0df5ad2b48892cd003fee%22%7D&xxc=taobaoSearch
p2002,白色V领链条上衣,女款,链条装饰V领结构白色V领链条上衣,修身长袖版型,棉质+链条装饰,白色,纯色,链条装饰、V领设计,套头穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=989729867849&mi_id=0000kAVfa6Z36Gi_HiLNFb1F-Ii42t2W3Q-tUXeILiSUDxI&ns=1&priceTId=214782f517690957282756597e1e97&skuId=6125025722442&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%228487ca1ee0a8476a19e9554d3b844486%22%7D&xxc=taobaoSearch
p2003,浅蓝色牛仔裤,女款,修身结构牛仔纹理浅蓝色牛仔裤,修身牛仔裤版型,牛仔面料,浅蓝色,纯色,牛仔纹理装饰,穿脱方便，可调节腰部松紧,https://detail.tmall.com/item.htm?abbucket=8&id=991782440274&mi_id=0000HB9CliaoMTdtk1WgiDHKGMQoB8zrOQH3JFDDAticXKM&ns=1&priceTId=214782f517690957803951988e1e97&skuId=5960469565597&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22b02b43bd1ad46c7b7375a31051d2a16c%22%7D&xxc=taobaoSearch
p2004,黑色扣带短靴,女款,扣带装饰短靴结构黑色扣带短靴,短靴版型,仿皮面料,黑色,纯色,扣带装饰、侧边拉链,通过靴筒侧边拉链穿脱,https://item.taobao.com/item.htm?abbucket=8&id=731716853907&mi_id=0000W7cdJCeX_73LlXuaLRlV2_aGsCetvXOH598hL0IKZoo&ns=1&priceTId=2147bf6817690931814241725e12ed&skuId=5241137271832&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2290994497562d6983be1a6fd64ec25d39%22%7D&xxc=taobaoSearch
p2005,黑色毛绒短外套,女款,毛绒质感短款剪裁V领结构黑色毛绒短外套,短款修身版型,毛绒面料,黑色,纯色,V领设计、纽扣开合,开衫式穿脱，通过纽扣调节松紧,https://detail.tmall.com/item.htm?abbucket=8&id=758537455532&mi_id=0000z7p0pnzf38LQHaGgY-HokCBLeW3Tgf-eHa2__T7-8zA&ns=1&priceTId=214782f517690959165531143e1e97&skuId=5236922129064&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a97e5a7f44326058a41f5dcb94c763f0%22%7D&xxc=taobaoSearch
p2006,黑色蕾丝连衣裙,女款,蕾丝装饰吊带结构长袖设计黑色蕾丝连衣裙,修身连衣裙版型,蕾丝+棉质面料,黑色,纯色,蕾丝装饰、吊带设计,套头穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=758537455532&mi_id=0000z7p0pnzf38LQHaGgY-HokCBLeW3Tgf-eHa2__T7-8zA&ns=1&priceTId=214782f517690959165531143e1e97&skuId=5236922129064&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a97e5a7f44326058a41f5dcb94c763f0%22%7D&xxc=taobaoSearch
p2007,银色亮片单肩包,女款,亮片装饰单肩结构银色亮片单肩包,单肩包版型,亮片+仿皮面料,银色,亮片纹理,单肩肩带设计,单肩挎戴，通过开合扣使用,https://item.taobao.com/item.htm?abbucket=8&id=701829987075&mi_id=0000ittx4eVL-fIUtcr0qXQZspL9TEoTXw5Y0BEMNqSNi7E&ns=1&priceTId=214782f517690959982084702e1e97&skuId=5121290051224&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%228c266fa2934d7b15825bb322f809db89%22%7D&xxc=taobaoSearch
p2008,黑色双C装饰短靴,女款,装饰标识短靴结构黑色双C装饰短靴,短靴版型,仿皮面料,黑色,纯色,双C装饰、侧边拉链,通过靴筒侧边拉链穿脱,https://item.taobao.com/item.htm?abbucket=8&id=814378530583&mi_id=0000X4_-Bgc2YTUJXbcUoKlVSmKwQbCE_3_A9r-530QeqA0&ns=1&priceTId=214782f517690960871608715e1e97&skuId=5508651664969&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%226fed360f73dbd08e9951c86ec4d757bf%22%7D&xxc=taobaoSearch
p2009,黑色长款大衣,女款,大衣剪裁长款版型黑色长款大衣,长款宽松版型,毛呢面料,黑色,纯色,纽扣开合设计,开衫式穿脱，通过纽扣调节松紧,https://detail.tmall.com/item.htm?abbucket=8&id=752007576493&mi_id=0000GkAsO449xYTRPO5YhyYysSkr4WFkNUNqJBbRZka5f3g&ns=1&priceTId=214782f517690961651324252e1e97&skuId=5183832284484&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2230e500b795108130f79b42f2deb62f73%22%7D&xxc=taobaoSearch
p2010,棕色蕾丝吊带背心,女款,蕾丝装饰吊带结构棕色蕾丝吊带背心,修身无袖版型,蕾丝+棉质面料,棕色,纯色,蕾丝装饰、吊带设计,套头穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=758543807987&mi_id=0000Oc8VVa1_sRo3FjNtG23maN8YsC1zyPsRbqs4OdQ0PWA&ns=1&priceTId=214782f517690962332007842e1e97&skuId=5402158115079&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%229a6acfe21fa3f22e5eee883f70ba1ea3%22%7D&xxc=taobaoSearch
p2011,黑色工装短裤,女款,工装结构高腰版型黑色工装短裤,高腰短裤版型,棉质混纺面料,黑色,纯色,口袋装饰,穿脱方便，可调节腰部松紧,https://detail.tmall.com/item.htm?abbucket=8&id=961551139314&mi_id=0000R9P8xJ5GtXFiOyliaKKhSUuirJGdWwzJ9_HB77wjNmM&ns=1&priceTId=214782f517690962763061861e1e97&skuId=6064114451587&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2238ea4df4fe6ea48ce2e596aa20f281f8%22%7D&xxc=taobaoSearch
p2012,黑色扣带长靴,女款,扣带装饰长靴结构黑色扣带长靴,高筒长靴版型,仿皮面料,黑色,纯色,扣带装饰、侧边拉链,通过靴筒侧边拉链穿脱,https://item.taobao.com/item.htm?abbucket=8&id=731716853907&mi_id=0000W7cdJCeX_73LlXuaLRlV2_aGsCetvXOH598hL0IKZoo&ns=1&priceTId=2147bf6817690931814241725e12ed&skuId=5241137271832&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2290994497562d6983be1a6fd64ec25d39%22%7D&xxc=taobaoSearch
p2013,棕格纹西装外套,女款,格纹装饰西装剪裁棕格纹西装外套,短款修身版型,聚酯纤维,棕格纹,格纹,纽扣开合设计,开衫式穿脱，通过纽扣调节松紧,https://detail.tmall.com/item.htm?abbucket=8&id=829472653140&mi_id=0000YR9CBXrjex1Tb5ENK2s6C3JS5-G2U9EV74-XDnw2xZc&ns=1&priceTId=214782f517690963439925371e1e97&skuId=5729167910032&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2204c2eee4b7116e3bb4986ca9dd98737c%22%7D&xxc=taobaoSearch
p2014,棕色蕾丝吊带连衣裙,女款,蕾丝装饰吊带结构棕色蕾丝吊带连衣裙,修身连衣裙版型,蕾丝+棉质面料,棕色,纯色,蕾丝装饰、吊带设计,套头穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=820495797423&mi_id=0000ccDJu193usJE6e-rX3JPJC56IOjW-qyRNGQxZEcyPDg&ns=1&priceTId=214781fe17690924804002873e11f6&skuId=5525866172204&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22029ca29ab6d00692effc71fdaff473fa%22%7D&xxc=taobaoSearch
p2015,黑色牛仔裤,女款,修身结构牛仔纹理黑色牛仔裤,修身牛仔裤版型,牛仔面料,黑色,纯色,牛仔纹理装饰,穿脱方便，可调节腰部松紧,https://detail.tmall.com/item.htm?abbucket=8&id=829496689610&mi_id=0000e9eB8bTZPPGJiDkBf-TDT_0i-vlpY5KDkxE9a85sflQ&ns=1&priceTId=214782f517690964059248704e1e97&skuId=5729272826145&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%226f3f67c1869a4fc0d54bdc635418d51c%22%7D&xxc=taobaoSearch
p2016,豹纹运动鞋,女款,豹纹装饰系带结构豹纹运动鞋,运动鞋版型,帆布+仿皮面料,豹纹,豹纹,系带设计,通过鞋带穿脱,https://item.taobao.com/item.htm?abbucket=8&id=967084565606&mi_id=00006ASNYsHx2wP6MdTCzMX7sjP_3LoXTfTP2BmrYOVP52k&ns=1&priceTId=214782f517690964363122402e1e97&skuId=6078748787167&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22f86358701ad09ec2af5d23b33bbef3a3%22%7D&xxc=taobaoSearch
p2017,灰色毛绒短外套,女款,毛绒质感短款剪裁灰色毛绒短外套,短款修身版型,毛绒面料,灰色,纯色,纽扣开合设计,开衫式穿脱，通过纽扣调节松紧,"https://detail.tmall.com/item.htm?abbucket=8&id=980045421683&mi_id=0000Dju2wOVzvOPoj-NjSNy3tnlBRyz073p6kpyr41mb_kU&ns=1&priceTId=214782f517690964653624053e1e97&skuId=5935838192394&spm=a21n57.imgsearch.item.1&utparam=%7B""aplus_abtest""%3A""9d4f56f242f48c80e081ecdceb1570a7""%7D&xxc=taobaoSearch"
p2018,酒红色蕾丝吊带背心,女款,蕾丝装饰吊带结构酒红色蕾丝吊带背心,修身无袖版型,蕾丝+棉质面料,酒红色,纯色,蕾丝装饰、吊带设计,套头穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=980021209439&mi_id=0000vhA7Sr1J4t8hHIOM_hEQvhIjdtOCFToRbHZCWq1-ufg&ns=1&priceTId=214781fe17690921662283593e11f6&skuId=6101825022453&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2250c99a61c46c77764898ef6d710f5779%22%7D&xxc=taobaoSearch
p2019,黑色抽绳阔腿裤,女款,抽绳装饰阔腿结构黑色抽绳阔腿裤,宽松阔腿版型,棉质混纺面料,黑色,纯色,抽绳装饰,穿脱方便，可调节腰部松紧,https://detail.tmall.com/item.htm?abbucket=8&id=974367107790&mi_id=0000ebHYqJfLQkNh6IdRwJCzGl9CIMNs8Eq_OWXdO26qyu4&ns=1&priceTId=213e016e17691092856532707e1ad5&skuId=5928322136955&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2233246f7d7cdd4d334b27d3418615b8cd%22%7D&xxc=taobaoSearch
p2020,灰色毛绒单肩包,女款,毛绒装饰单肩结构灰色毛绒单肩包,小巧单肩包版型,毛绒面料,灰色,纯色,单肩肩带设计,单肩挎戴，通过开合扣使用,https://item.taobao.com/item.htm?abbucket=8&id=840467788649&mi_id=0000vvir36Zx-OGfcttwo-d0Grhv5PDq3cmQDu_Upif-ZaU&ns=1&priceTId=214781fe17690922032677090e11f6&skuId=5774485735266&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%222cb8199f979667083080d24b98fe9219%22%7D&xxc=taobaoSearch
p2021,黑色尖头高跟短靴,女款,尖头结构高跟版型黑色尖头高跟短靴,短靴版型,仿皮面料,黑色,纯色,尖头设计、侧边拉链,通过靴筒侧边拉链穿脱,https://item.taobao.com/item.htm?abbucket=8&id=749474029742&mi_id=0000j7aJtxZc4qzJFjrTbZD6Rw9TU8gQtsX26Xv-sdGYzsc&ns=1&priceTId=214782f517690952870888064e1e97&skuId=5166007956512&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%228de9b0764e3c4aee4d082c2fd42be78c%22%7D&xxc=taobaoSearch
p2022,深灰色毛绒短外套,女款,毛绒质感短款剪裁深灰色毛绒短外套,短款修身版型,毛绒面料,深灰色,纯色,纽扣开合设计,开衫式穿脱，通过纽扣调节松紧,"https://detail.tmall.com/item.htm?abbucket=8&id=980045421683&mi_id=0000Dju2wOVzvOPoj-NjSNy3tnlBRyz073p6kpyr41mb_kU&ns=1&priceTId=214782f517690964653624053e1e97&skuId=5935838192394&spm=a21n57.imgsearch.item.1&utparam=%7B""aplus_abtest""%3A""9d4f56f242f48c80e081ecdceb1570a7""%7D&xxc=taobaoSearch"
p2023,白棕格纹衬衫,女款,格纹装饰衬衫剪裁白棕格纹衬衫,宽松长袖版型,棉质面料,白棕格纹,格纹,纽扣开合设计,衬衫式穿脱，通过纽扣开合,https://detail.tmall.com/item.htm?abbucket=8&id=980051525210&mi_id=0000s_WwFUajBL_iT4LPApyI6jyaVMAqcIO8wejtT9mz5gA&ns=1&priceTId=213e016e17691093705073853e1ad5&skuId=6101885442969&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a0110f346f02eeeedc7cb3ebab7b834c%22%7D&xxc=taobaoSearch
p2024,灰色毛绒单肩包,女款,毛绒装饰单肩结构灰色毛绒单肩包,小巧单肩包版型,毛绒面料,灰色,纯色,单肩肩带设计,单肩挎戴，通过开合扣使用,https://item.taobao.com/item.htm?abbucket=8&id=840467788649&mi_id=0000vvir36Zx-OGfcttwo-d0Grhv5PDq3cmQDu_Upif-ZaU&ns=1&priceTId=214781fe17690922032677090e11f6&skuId=5774485735266&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%222cb8199f979667083080d24b98fe9219%22%7D&xxc=taobaoSearch
p2025,灰色短靴,女款,短靴结构简约版型灰色短靴,短靴版型,仿皮面料,灰色,纯色,侧边拉链设计,通过靴筒侧边拉链穿脱,https://item.taobao.com/item.htm?abbucket=8&id=732618219136&mi_id=00009MEGCK2_rGXFtCNUdwwUSqYOiHkyTwwZg2Rf444AgQQ&ns=1&priceTId=2147bf5e17690943448743444e1136&skuId=5936532132086&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a9b270ae43071fb74a7bca8bd3386af7%22%7D&xxc=taobaoSearch
p2026,米色毛绒短外套,女款,毛绒质感短款剪裁米色毛绒短外套,短款修身版型,毛绒面料,米色,纯色,纽扣开合设计,开衫式穿脱，通过纽扣调节松紧,https://detail.tmall.com/item.htm?abbucket=8&id=745942652811&mi_id=0000VOa6PueoKqT87yl6F8sfLoKbLz0MeOHPT2waGrneVhY&ns=1&priceTId=213e016e17691094150404400e1ad5&skuId=5147751845068&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%220a7582594f2751478456e8a7cc3a02a1%22%7D&xxc=taobaoSearch
p2027,棕色条纹拉链上衣,女款,条纹装饰拉链结构棕色条纹拉链上衣,修身长袖版型,棉质混纺面料,棕条纹,条纹,拉链开合设计,通过拉链穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=751988140776&mi_id=0000HnEATGEG5Z-ownsPTG_pZACGC_zRtrJEVG-CPKa2dQc&ns=1&priceTId=213e016e17691094527844791e1ad5&skuId=5354694446167&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%2208a70ca728489764d931e9ae15882bb4%22%7D&xxc=taobaoSearch
p2028,棕格纹百褶半身裙,女款,格纹装饰百褶结构棕格纹百褶半身裙,高腰百褶裙版型,聚酯纤维,棕格纹,格纹,百褶装饰,穿脱方便，可调节腰部松紧,https://detail.tmall.com/item.htm?abbucket=8&id=752127397479&mi_id=0000wTZ58i_V4KTWyjw9XINubYpXL8B_ge27Nq9GzKZNQOU&ns=1&priceTId=213e016e17691095166365576e1ad5&skuId=5354675186679&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%223ce30de125307252fbf00c68250cd1c9%22%7D&xxc=taobaoSearch
p2029,米色毛绒长袜,女款,毛绒质感长袜结构米色毛绒长袜,长筒袜版型,毛绒面料,米色,纯色,无额外装饰,直接穿脱,https://item.taobao.com/item.htm?abbucket=8&id=821192224038&mi_id=0000Y_XKBYok2A4mkUsA3_A-cPuqGTQLyGZEMjGFtUsj__c&ns=1&priceTId=213e016e17691095626176127e1ad5&skuId=5527732104428&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2277f1467cc9d8f289bb3d43d692c23471%22%7D&xxc=taobaoSearch
p2030,米色短靴,女款,短靴结构简约版型米色短靴,短靴版型,仿皮面料,米色,纯色,侧边拉链设计,通过靴筒侧边拉链穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=842470570995&mi_id=0000FKsSYyeRmH3gFqrKBom2g8pCGX8caYm92IwTSSzzOx0&ns=1&priceTId=213e016e17691095997046625e1ad5&skuId=5616967585623&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2205e7985c134460c45c37ecdefe5d5962%22%7D&xxc=taobaoSearch
p2031,军绿拼毛领短外套,女款,毛领装饰拼色结构军绿拼毛领短外套,短款修身版型,棉质混纺+毛绒面料,军绿+毛领色,纯色+拼色,毛领装饰、纽扣开合,开衫式穿脱，通过纽扣调节松紧,https://detail.tmall.com/item.htm?abbucket=8&id=985111326603&mi_id=0000RJBL5yo9Mk6mRdmTrsYe1OSy3ebYfB-GqQn4zzFwiP0&ns=1&priceTId=213e016e17691097190978450e1ad5&skuId=5947385704094&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22cde331a88e8cf3a254a9406c77bb4fe4%22%7D&xxc=taobaoSearch
p2032,棕色褶皱短裙,女款,褶皱装饰高腰结构棕色褶皱短裙,高腰短裙版型,棉质混纺面料,棕色,纯色,褶皱装饰,穿脱方便，可调节腰部松紧,https://detail.tmall.com/item.htm?abbucket=8&id=985912265002&mi_id=0000Fj6vSMOuFFfSUAq9KYUBoS3tCgZO-IkMuhGQdFwWwvI&ns=1&priceTId=213e016e17691098327461884e1ad5&skuId=5947447288776&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%224ed96d3c34702bcad5a85e3f9693380b%22%7D&xxc=taobaoSearch
p2033,黑色扣带长靴,女款,扣带装饰长靴结构黑色扣带长靴,高筒长靴版型,仿皮面料,黑色,纯色,扣带装饰、侧边拉链,通过靴筒侧边拉链穿脱,https://item.taobao.com/item.htm?abbucket=8&id=831074844817&mi_id=0000TrAQvu1EO44WVFYdpMsTJVJvrQH1lh1ODr_7PyyyrHw&ns=1&priceTId=213e016e17691099130002870e1ad5&skuId=6108123227468&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22c9a6e2d2f3d42a8f7b3e37a55b27f122%22%7D&xxc=taobaoSearch
p2034,黑拼毛领短外套,女款,毛领装饰拼色结构黑拼毛领短外套,短款修身版型,仿皮+毛绒面料,黑色+毛领色,纯色+拼色,毛领装饰、拉链开合,通过拉链穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=985111326603&mi_id=0000RJBL5yo9Mk6mRdmTrsYe1OSy3ebYfB-GqQn4zzFwiP0&ns=1&priceTId=213e016e17691097190978450e1ad5&skuId=5947385704094&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22cde331a88e8cf3a254a9406c77bb4fe4%22%7D&xxc=taobaoSearch
p2035,黑色工装短裤,女款,工装结构高腰版型黑色工装短裤,高腰短裤版型,棉质混纺面料,黑色,纯色,口袋装饰,穿脱方便，可调节腰部松紧,https://detail.tmall.com/item.htm?abbucket=8&id=985912265002&mi_id=0000Fj6vSMOuFFfSUAq9KYUBoS3tCgZO-IkMuhGQdFwWwvI&ns=1&priceTId=213e016e17691098327461884e1ad5&skuId=5947447288776&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%224ed96d3c34702bcad5a85e3f9693380b%22%7D&xxc=taobaoSearch
p2036,黑色扣带长靴,女款,扣带装饰长靴结构黑色扣带长靴,高筒长靴版型,仿皮面料,黑色,纯色,扣带装饰、侧边拉链,通过靴筒侧边拉链穿脱,https://item.taobao.com/item.htm?abbucket=8&id=731716853907&mi_id=0000W7cdJCeX_73LlXuaLRlV2_aGsCetvXOH598hL0IKZoo&ns=1&priceTId=2147bf6817690931814241725e12ed&skuId=5241137271832&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2290994497562d6983be1a6fd64ec25d39%22%7D&xxc=taobaoSearch
p2037,米棕流苏拼接上衣,女款,流苏装饰拼接结构米棕流苏拼接上衣,修身长袖版型,棉质+流苏装饰面料,米棕拼色,纯色+拼色,流苏装饰、纽扣开合,开衫式穿脱，通过纽扣调节松紧,https://detail.tmall.com/item.htm?abbucket=8&id=999359108122&mi_id=0000VDyeaRpGrWqNK_73z3D9QHml0-M_Kpi6vVLM6jGdF2I&ns=1&priceTId=213e016e17691099643173522e1ad5&skuId=5980973424341&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22a0c253a11a70eceb1e3246f437ea3066%22%7D&xxc=taobaoSearch
p2038,棕色铆钉短裙,女款,铆钉装饰高腰结构棕色铆钉短裙,高腰短裙版型,棉质混纺面料,棕色,纯色,铆钉装饰,穿脱方便，可调节腰部松紧,https://detail.tmall.com/item.htm?abbucket=8&id=997833310512&mi_id=0000Ftyj7eFYm_-ryxlShKDfrrCwkUy0O2fL5KWJrujrV5s&ns=1&priceTId=213e016e17691100558934564e1ad5&skuId=5980946564021&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%22b278bed8ce3622449a586b03d2498301%22%7D&xxc=taobaoSearch
p2039,棕色毛领长靴,女款,毛领装饰长靴结构棕色毛领长靴,高筒长靴版型,仿皮+毛绒面料,棕色,纯色,毛领装饰、侧边拉链,通过靴筒侧边拉链穿脱,https://item.taobao.com/item.htm?abbucket=8&id=856845816355&mi_id=0000v1MbfoDXLCYu2Zx3I3W79rWJNIGWS0n3DtedyTHOGxg&ns=1&priceTId=213e016e17691101109065208e1ad5&skuId=5971790628733&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2265285cc137f9618aa659396ad513d3c5%22%7D&xxc=taobaoSearch
p2040,灰黑流苏拼接上衣,女款,流苏装饰拼接结构灰黑流苏拼接上衣,修身长袖版型,棉质+流苏装饰面料,灰黑拼色,纯色+拼色,流苏装饰、纽扣开合,开衫式穿脱，通过纽扣调节松紧,https://detail.tmall.com/item.htm?abbucket=8&id=999359108122&mi_id=0000VDyeaRpGrWqNK_73z3D9QHml0-M_Kpi6vVLM6jGdF2I&ns=1&priceTId=213e016e17691099643173522e1ad5&skuId=5980973424341&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22a0c253a11a70eceb1e3246f437ea3066%22%7D&xxc=taobaoSearch
p2041,黑色阔腿牛仔裤,女款,阔腿结构牛仔纹理黑色阔腿牛仔裤,宽松阔腿版型,牛仔面料,黑色,纯色,牛仔纹理装饰,穿脱方便，可调节腰部松紧,https://detail.tmall.com/item.htm?abbucket=8&id=998614225520&mi_id=0000V4eQQVVx2Bn00UxERor6V0P71ZOJIuOqPj4vP-XfVEA&ns=1&priceTId=213e016e17691102807667218e1ad5&skuId=6147401847668&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2262dd1e1f28ea69379b475a1214c60134%22%7D&xxc=taobaoSearch
p2042,黑色尖头高跟短靴,女款,尖头结构高跟版型黑色尖头高跟短靴,短靴版型,仿皮面料,黑色,纯色,尖头设计、侧边拉链,通过靴筒侧边拉链穿脱,https://item.taobao.com/item.htm?abbucket=8&id=749474029742&mi_id=0000j7aJtxZc4qzJFjrTbZD6Rw9TU8gQtsX26Xv-sdGYzsc&ns=1&priceTId=214782f517690952870888064e1e97&skuId=5166007956512&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%228de9b0764e3c4aee4d082c2fd42be78c%22%7D&xxc=taobaoSearch
p2043,浅灰色西装外套,女款,西装剪裁短款版型浅灰色西装外套,短款修身版型,聚酯纤维,浅灰色,纯色,纽扣开合设计,开衫式穿脱，通过纽扣调节松紧,https://detail.tmall.com/item.htm?abbucket=8&id=864110345556&mi_id=0000bO38H_u5wIw0BlZ4DIpEXDnsMH1uTbdpdwPRm2OfYjQ&ns=1&priceTId=213e016e17691104124248950e1ad5&skuId=5688495989730&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2243261a15c45ceffe421694546a2879e2%22%7D&xxc=taobaoSearch
p2044,灰色绑带修身上衣,女款,绑带装饰修身结构灰色绑带修身上衣,修身无袖版型,棉质面料,灰色,纯色,绑带装饰设计,套头穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=864177109981&mi_id=00003hw6Ki806ksJToxeagn052tt1gR1r6xdGaqUhQzSVJw&ns=1&priceTId=213e016e17691104727462031e1ad5&skuId=5688691813066&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22f8a4341e64d264b8820726e2c7fa45e8%22%7D&xxc=taobaoSearch
p2045,白色修身短袖上衣,女款,修身剪裁短袖结构白色修身短袖上衣,修身短袖版型,棉质面料,白色,纯色,无额外装饰,套头穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=864161601676&mi_id=0000mWoWT-Vc_0BRj9rP_bbDjehS0hPC2d5aIuG7T_uR8j4&ns=1&priceTId=2147bf6817690933548741941e12ed&skuId=5686505680724&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%227f0b7f2b1d2dd463b994188a296198c2%22%7D&xxc=taobaoSearch
p2046,灰色修身长袖上衣,女款,修身剪裁长袖结构灰色修身长袖上衣,修身长袖版型,棉质面料,灰色,纯色,无额外装饰,套头穿脱,https://detail.tmall.com/item.htm?abbucket=8&id=863632983652&mi_id=0000oTBQpxoxtqDkEgpJUIsapMECO3j_1oj8pBd8Q-cHJRk&ns=1&priceTId=213e016e17691105081602510e1ad5&skuId=5687830448048&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22f34e9e6d898a9cbf309d94703de2d920%22%7D&xxc=taobaoSearch
p2047,深蓝色牛仔短裙,女款,修身结构牛仔纹理深蓝色牛仔短裙,高腰短裙版型,牛仔面料,深蓝色,纯色,牛仔纹理装饰,穿脱方便，可调节腰部松紧,https://detail.tmall.com/item.htm?abbucket=8&id=927909732281&mi_id=00006kUX2z_fWZqVlefeTT7cE8KLwLtJk-rq7qgLpkgEtpM&ns=1&priceTId=213e016e17691105413622943e1ad5&skuId=5975023722542&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%222905d5ada8a4d33aab14504e05c66082%22%7D&xxc=taobaoSearch
p2048,黑色扣带短靴,女款,扣带装饰短靴结构黑色扣带短靴,短靴版型,仿皮面料,黑色,纯色,扣带装饰、侧边拉链,通过靴筒侧边拉链穿脱,https://item.taobao.com/item.htm?abbucket=8&id=731716853907&mi_id=0000W7cdJCeX_73LlXuaLRlV2_aGsCetvXOH598hL0IKZoo&ns=1&priceTId=2147bf6817690931814241725e12ed&skuId=5241137271832&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%2290994497562d6983be1a6fd64ec25d39%22%7D&xxc=taobaoSearch
