itemID,category,title,gender,style,outline,materials,color,pattern,detail,donning/doffing
p1792,outerwear,dark brown patchwork jacket,Unisex,cropped coat,loose silhouette,patchwork fabric,dark brown,"solid color, no pattern",lapel and lace-up design,pull-on + lace-up adjustment
p1793,inner_top,black slim-fit camisole,Unisex,camisole,slim-fit silhouette,cotton fabric,black,"solid color, no pattern",camisole and cinched waist design,pull-on + lace-up adjustment
p1794,bottom,dark brown loose wide-leg trousers,Unisex,wide-leg trousers,loose fit,cotton fabric,dark brown,"solid color, no pattern",high-waist + straight-leg design,Zipper and button closure
p1795,bag,black leather shoulder bag,Unisex,shoulder bag,tote bag silhouette,leather fabric,black,"solid color, no pattern",single-strap and closure design,open-close + adjustable shoulder strap
p1796,shoes,tan snakeskin flat shoes,Unisex,pumps,flat style,leather fabric,tan snakeskin,snake print,slip-on and snakeskin-print design,Slip-on style
p1797,mid_layer_top,red loose knit top,Unisex,knit top,loose silhouette,knit fabric,red,"solid color, no pattern",crew neck + long sleeve design,Pullover
p1798,inner_top,white printed long-sleeve top,Unisex,long-sleeve top,loose silhouette,cotton fabric,white,printed pattern,crew neck + long sleeve design,Pullover
p1799,bottom,dark gray loose wide-leg trousers,Unisex,wide-leg trousers,loose fit,cotton fabric,dark gray,"solid color, no pattern",high-waist + straight-leg design,Zipper and button closure
p1800,accessory,black long socks,Unisex,socks,decorative accessory,cotton fabric,black,"solid color, no pattern",knee-high design,direct wear
p1801,outerwear,black lace-up jacket,Unisex,cropped coat,loose silhouette,cotton fabric,black,"solid color, no pattern",lapel and lace-up design,pull-on + lace-up adjustment
p1802,inner_top,pink loose shirt,Unisex,shirt,loose silhouette,cotton fabric,pink,"solid color, no pattern",lapel and button-up design,Button closure
p1803,bottom,dark gray maxi skirt,Unisex,maxi skirt,loose skirt silhouette,cotton fabric,dark gray,"solid color, no pattern",high-waist + straight-leg design,pull-on + button fastening
p1804,shoes,gray and black faux fur slippers,Unisex,slippers,platform style,plush fabric,grey and black,"solid color, no pattern",slip-on,direct wear
p1805,mid_layer_top,tan zip-up knit top,Unisex,knit top,slim-fit silhouette,knit fabric,tan,"solid color, no pattern",zipper and high-neck design,pull-on + zipper adjustment
p1806,mid_layer_top,white loose knit top,Unisex,knit top,loose silhouette,knit fabric,white,"solid color, no pattern",crew neck + long sleeve design,Pullover
p1807,bottom,brown and white printed maxi skirt,Unisex,maxi skirt,loose skirt silhouette,cotton fabric,brown and white,printed pattern,high-waisted and A-line design,pull-on + button fastening
p1808,bag,black quilted shoulder bag,Unisex,shoulder bag,tote bag silhouette,leather fabric,black,diamond pattern,chain and closure design,open-close + adjustable shoulder strap
p1809,shoes,black knee-high boots,Unisex,knee-high boots,flat boot silhouette,leather fabric,black,"solid color, no pattern",slip-on + boot shaft design,Slip-on style
p1810,outerwear,black loose jacket,Unisex,long coat,loose silhouette,cotton fabric,black,"solid color, no pattern",collared + minimalist design,pull-on
p1811,outerwear,tan cropped cardigan,Unisex,cardigan,loose silhouette,knit fabric,tan,"solid color, no pattern",V-neck + buttonless design,pull-on
p1812,mid_layer_top,white slim-fit knit top,Unisex,knit top,slim-fit silhouette,knit fabric,white,"solid color, no pattern",turtleneck + long sleeve design,Pullover
p1813,bottom,black loose-fit wide-leg trousers,Unisex,wide-leg trousers,loose fit,cotton fabric,black,"solid color, no pattern",high-waist + straight-leg design,Zipper and button closure
p1814,bag,off-white drawstring shoulder bag,Unisex,shoulder bag,tote bag silhouette,canvas,off-white,"solid color, no pattern",drawstring and single shoulder strap design,open-close + adjustable shoulder strap
p1815,shoes,black suede ankle boots,Unisex,ankle boots,platform boot silhouette,suede fabric,black,"solid color, no pattern",slip-on + boot shaft design,Slip-on style
p1816,mid_layer_top,black slim-fit knit top,Unisex,knit top,slim-fit silhouette,knit fabric,black,"solid color, no pattern",crew neck + long sleeve design,Pullover
p1817,inner_top,pink loose shirt,Unisex,shirt,loose silhouette,cotton fabric,pink,"solid color, no pattern",lapel and button-up design,Button closure
p1818,bottom,white loose wide-leg trousers,Unisex,wide-leg trousers,loose fit,cotton fabric,white,"solid color, no pattern",high-waist + straight-leg design,Zipper and button closure
p1819,bag,black quilted shoulder bag,Unisex,shoulder bag,tote bag silhouette,leather fabric,black,diamond pattern,chain and closure design,open-close + adjustable shoulder strap
p1820,shoes,black faux fur high heels,Unisex,high heels,stiletto heel shoe silhouette,plush fabric,black,"solid color, no pattern",slip-on and plush design,Slip-on style
p1821,inner_top,blue and brown striped shirt,Unisex,shirt,loose silhouette,cotton fabric,blue and brown striped,striped pattern,lapel and button-up design,Button closure
p1822,inner_top,light brown slim-fit tank top,Unisex,tank top,slim-fit silhouette,cotton fabric,light brown,"solid color, no pattern",crew neck + sleeveless design,pull-on
p1823,bottom,blue and brown striped pleated mini skirt,Unisex,mini skirt,slim-fit skirt silhouette,cotton fabric,blue and brown,striped pattern,pleated + button-up design,pull-on + button fastening
p1824,bag,off-white woven shoulder bag,Unisex,shoulder bag,tote bag silhouette,woven fabric,off-white,woven pattern,drawstring and single shoulder strap design,open-close + adjustable shoulder strap
p1825,shoes,"gray, white, and red colorblock sneakers",Unisex,sneakers,platform style,canvas,"grey, white and red","solid color, no pattern",lace-up and eyelet design,Lace-up closure
p1826,inner_top,beige striped shirt,Unisex,shirt,loose silhouette,cotton fabric,beige,striped pattern,lapel and button-up design,Button closure
p1827,inner_top,tan slim-fit tank top,Unisex,tank top,slim-fit silhouette,cotton fabric,tan,"solid color, no pattern",crew neck + sleeveless design,pull-on
p1828,bottom,beige pleated maxi skirt,Unisex,maxi skirt,loose skirt silhouette,cotton fabric,beige,"solid color, no pattern",pleated and high-waisted design,pull-on + button fastening
p1829,bag,tan leather tote bag,Unisex,tote bag,tote bag silhouette,leather fabric,tan,"solid color, no pattern",top handle + shoulder strap design,open-close + adjustable shoulder strap
p1830,shoes,"gray, white, and red colorblock sneakers",Unisex,sneakers,platform style,canvas,"grey, white and red","solid color, no pattern",lace-up and eyelet design,Lace-up closure
p1831,outerwear,dark gray blazer,Unisex,blazer,loose silhouette,wool-blend fabric,dark gray,"solid color, no pattern",lapel and button-up design,Button closure
p1832,onepiece,white pleated camisole dress,Unisex,dress,slim-fit silhouette,cotton fabric,white,"solid color, no pattern",camisole + pleated design,pull-on + button fastening
p1833,shoes,silver gray casual sneakers,Unisex,sneakers,platform style,leather fabric,silver grey,"solid color, no pattern",lace-up + logo design,Lace-up closure
p1834,outerwear,dark gray belted long coat,Unisex,long coat,loose silhouette,wool-blend fabric,dark gray,"solid color, no pattern",lapel and lace-up design,pull-on + lace-up adjustment
p1835,inner_top,white slim-fit turtleneck top,Unisex,turtleneck top,slim-fit silhouette,knit fabric,white,"solid color, no pattern",turtleneck + long sleeve design,Pullover
p1836,bottom,white loose wide-leg trousers,Unisex,wide-leg trousers,loose fit,cotton fabric,white,"solid color, no pattern",high-waist + straight-leg design,Zipper and button closure
p1837,shoes,burgundy faux fur mules,Unisex,mules,flat style,plush fabric,burgundy,"solid color, no pattern",slip-on and minimalist design,Slip-on style
p1838,outerwear,light blue jacquard knit cardigan,Unisex,cardigan,loose silhouette,knit fabric,light blue,jacquard,button-up and crew neck design,pull-on + button fastening
p1839,bottom,white tulip mini skirt,Unisex,mini skirt,loose skirt silhouette,cotton fabric,white,"solid color, no pattern",paperbag + high-waisted design,Zipper and button closure
p1840,bottom,white loose wide-leg trousers,Unisex,wide-leg trousers,loose fit,cotton fabric,white,"solid color, no pattern",high-waist + straight-leg design,Zipper and button closure
p1841,shoes,white platform ankle boots,Unisex,ankle boots,platform boot silhouette,leather fabric,white,"solid color, no pattern",slip-on + platform design,Slip-on style
p1842,outerwear,white stand-collar cropped jacket,Unisex,cropped coat,loose silhouette,cotton fabric,white,"solid color, no pattern",stand collar + zipper design,pull-on + zipper adjustment
p1843,outerwear,dark brown plaid knit cardigan,Unisex,cardigan,loose silhouette,knit fabric,dark brown,plaid pattern,button-up and crew neck design,pull-on + button fastening
p1844,bottom,light brown faux fur mini skirt,Unisex,mini skirt,slim-fit skirt silhouette,plush fabric,light brown,"solid color, no pattern",high-waist + straight-leg design,Zipper and button closure
p1845,shoes,black mules,Unisex,mules,flat style,leather fabric,black,"solid color, no pattern",slip-on and minimalist design,Slip-on style
p1846,outerwear,black faux fur collar cropped jacket,Unisex,cropped coat,loose silhouette,cotton fabric,black,"solid color, no pattern",faux fur collar+zipper design,pull-on + zipper adjustment
p1847,outerwear,light brown plaid knit cardigan,Unisex,cardigan,loose silhouette,knit fabric,light brown,plaid pattern,button-up and crew neck design,pull-on + button fastening
p1848,bottom,dark gray slim-fit skirt,Unisex,maxi skirt,slim-fit skirt silhouette,cotton fabric,dark gray,"solid color, no pattern",high-waist + straight-leg design,Zipper and button closure
p1849,shoes,black mules,Unisex,mules,flat style,leather fabric,black,"solid color, no pattern",slip-on and minimalist design,Slip-on style
p1850,outerwear,light blue plaid cropped jacket,Unisex,cropped coat,loose silhouette,cotton fabric,light blue,plaid pattern,button-up and crew neck design,pull-on + button fastening
p1851,inner_top,white rhinestone tank top,Unisex,tank top,slim-fit silhouette,cotton fabric,white,rhinestone embellishment,crew neck + sleeveless design,pull-on
p1852,bottom,light blue wide-leg jeans,Unisex,jeans,loose fit,denim fabric,light blue,"solid color, no pattern",high-waist + straight-leg design,Zipper and button closure
p1853,shoes,black buckled flats,Unisex,pumps,low-heel shoe silhouette,leather fabric,black,"solid color, no pattern",buckle + slip-on design,Slip-on style
p1854,outerwear,pink-purple plaid cropped jacket,Unisex,cropped coat,loose silhouette,cotton fabric,pink and purple,plaid pattern,button-up and crew neck design,pull-on + button fastening
p1855,inner_top,beige letter print short-sleeve t-shirt,Unisex,short-sleeve top,loose silhouette,cotton fabric,beige,letter pattern,crew neck + short sleeve design,Pullover
p1856,bottom,light blue wide-leg jeans,Unisex,jeans,loose fit,denim fabric,light blue,"solid color, no pattern",high-waist + straight-leg design,Zipper and button closure
p1857,shoes,off-white mules,Unisex,mules,flat style,leather fabric,off-white,"solid color, no pattern",slip-on and minimalist design,Slip-on style
p1858,outerwear,light brown plaid cropped jacket,Unisex,cropped coat,loose silhouette,cotton fabric,light brown,plaid pattern,button-up and crew neck design,pull-on + button fastening
p1859,inner_top,light brown plaid tank top,Unisex,tank top,loose silhouette,cotton fabric,light brown,plaid pattern,V-neck + sleeveless design,pull-on
p1860,bottom,light brown plaid mini skirt,Unisex,mini skirt,slim-fit skirt silhouette,cotton fabric,light brown,plaid pattern,high-waist + straight-leg design,Zipper and button closure
p1861,shoes,off-white high-heeled sandals,Unisex,sandals,stiletto heel shoe silhouette,leather fabric,off-white,"solid color, no pattern",slip-on + lace-up design,Slip-on style
p1862,outerwear,dark gray knit cardigan,Unisex,cardigan,loose silhouette,knit fabric,dark gray,"solid color, no pattern",zipper + crew neck design,pull-on + zipper adjustment
p1863,inner_top,dark gray plaid tank top,Unisex,tank top,loose silhouette,cotton fabric,dark gray,plaid pattern,V-neck + sleeveless design,pull-on
p1864,bottom,dark gray slim-fit skirt,Unisex,maxi skirt,slim-fit skirt silhouette,cotton fabric,dark gray,"solid color, no pattern",high-waist + straight-leg design,Zipper and button closure
p1865,shoes,black high-heeled sandals,Unisex,sandals,stiletto heel shoe silhouette,leather fabric,black,"solid color, no pattern",slip-on + lace-up design,Slip-on style
p1866,outerwear,white graphic print puffer jacket,Unisex,padded jacket,loose silhouette,cotton fabric,white,printed pattern,hooded + button-up design,pull-on + button fastening
p1867,inner_top,navy letter print long-sleeve top,Unisex,long-sleeve top,loose silhouette,cotton fabric,navy,letter print pattern,crew neck + long sleeve design,Pullover
p1868,bottom,black studded wide-leg trousers,Unisex,wide-leg trousers,loose fit,cotton fabric,black,stud embellishment,high-waist + straight-leg design,Zipper and button closure
p1869,shoes,black and green colorblock casual sneakers,Unisex,casual shoes,platform style,canvas,black and green,"solid color, no pattern",lace-up + platform design,Lace-up closure
p1870,onepiece,tan tiered dress,Unisex,dress,loose silhouette,cotton fabric,tan,"solid color, no pattern",layered + sleeveless design,pull-on + button fastening
p1871,inner_top,purple and blue colorblock turtleneck top,Unisex,turtleneck top,loose silhouette,knit fabric,purple and blue,"solid color, no pattern",turtleneck + long sleeve design,Pullover
p1872,accessory,pink and purple colorblock baseball cap,Unisex,baseball cap,decorative accessory,cotton fabric,pink and purple,letter print pattern,adjustable hood drawstring design,Direct wear
p1873,shoes,black and green colorblock platform shoes,Unisex,pumps,platform style,leather fabric,black and green,"solid color, no pattern",buckle+platform design,Slip-on style
p1874,outerwear,black and brown colorblock utility jacket,Unisex,utility jacket,loose silhouette,cotton fabric,black and brown,"solid color, no pattern",zipper and pocket design,pull-on + zipper adjustment
p1875,inner_top,multicolor striped camisole,Unisex,camisole,slim-fit silhouette,knit fabric,multicolor striped,striped pattern,camisole and cinched waist design,pull-on + lace-up adjustment
p1876,inner_top,white short-sleeve t-shirt,Unisex,short-sleeve T-shirt,loose silhouette,cotton fabric,white,"solid color, no pattern",crew neck + short sleeve design,Pullover
p1877,bottom,dark grey wide-leg jeans,Unisex,wide-leg trousers,loose fit,denim fabric,dark gray,"solid color, no pattern",high-waist + straight-leg design,Zipper and button closure
p1878,shoes,black and green colorblock platform shoes,Unisex,pumps,platform style,leather fabric,black and green,"solid color, no pattern",buckle+platform design,Slip-on style
p1879,outerwear,dark blue denim jacket,Unisex,denim jacket,loose silhouette,denim fabric,navy blue,"solid color, no pattern",lapel and button-up design,Button closure
p1880,inner_top,black utility vest,Unisex,utility vest,loose silhouette,cotton fabric,black,"solid color, no pattern",sleeveless + pocket design,pull-on + button fastening
p1881,inner_top,cyan and pink colorblock turtleneck top,Unisex,turtleneck top,slim-fit silhouette,knit fabric,cyan and pink,"solid color, no pattern",turtleneck + long sleeve design,Pullover
p1882,shoes,black and green colorblock casual sneakers,Unisex,casual shoes,platform style,canvas,black and green,"solid color, no pattern",lace-up + platform design,Lace-up closure
p1883,inner_top,light brown loose long-sleeve top,Unisex,long-sleeve top,loose silhouette,cotton fabric,light brown,"solid color, no pattern",crew neck + long sleeve design,Pullover
p1884,bottom,light brown loose wide-leg trousers,Unisex,wide-leg trousers,loose fit,cotton fabric,light brown,"solid color, no pattern",high-waisted + drawstring design,drawstring + pull-on
p1885,accessory,multicolor striped triangular scarf,Unisex,decorative accessories,accessory style,cotton fabric,multicolor striped,striped pattern,bandana design,Direct wear
p1886,shoes,yellow casual sneakers,Unisex,sneakers,platform style,canvas,yellow,"solid color, no pattern",lace-up and eyelet design,Lace-up closure
p1887,outerwear,olive green faux fur collar utility jacket,Unisex,utility jacket,loose silhouette,cotton fabric,army green,"solid color, no pattern",fur collar + zipper design,pull-on + zipper adjustment
p1888,inner_top,gray plaid loose shirt,Unisex,shirt,loose silhouette,cotton fabric,grey plaid,plaid pattern,lapel and button-up design,Button closure
p1889,bottom,dark grey wide-leg jeans,Unisex,wide-leg trousers,loose fit,denim fabric,dark gray,"solid color, no pattern",high-waist + straight-leg design,Zipper and button closure
p1890,shoes,black and green colorblock platform shoes,Unisex,pumps,platform style,leather fabric,black and green,"solid color, no pattern",buckle+platform design,Slip-on style
p1891,outerwear,white graphic cardigan,Unisex,cardigan,loose silhouette,knit fabric,white,printed pattern,V-neck and button-up design,pull-on + button fastening
p1892,inner_top,blue and brown colorblock turtleneck top,Unisex,turtleneck top,slim-fit silhouette,knit fabric,blue and brown,"solid color, no pattern",turtleneck + long sleeve design,Pullover
p1893,bottom,blue and black colorblock denim mini skirt,Unisex,mini skirt,slim-fit skirt silhouette,denim fabric,blue and black,color-block,high-waisted and A-line design,Zipper and button closure
p1894,shoes,black and green colorblock casual sneakers,Unisex,casual shoes,platform style,canvas,black and green,"solid color, no pattern",lace-up + platform design,Lace-up closure
p1895,inner_top,black sequin camisole,Unisex,camisole,slim-fit silhouette,sequin,black,sequin pattern,camisole and cinched waist design,pull-on + lace-up adjustment
p1896,inner_top,brown and green colorblock letter T-shirt,Unisex,short-sleeve T-shirt,loose silhouette,cotton fabric,brown and green,letter print pattern,crew neck + short sleeve design,Pullover
p1897,bottom,light blue patch denim jeans,Unisex,jeans,loose fit,denim fabric,light blue,patchwork,high-waist + straight-leg design,Zipper and button closure
p1898,shoes,tan platform ankle boots,Unisex,ankle boots,platform boot silhouette,leather fabric,tan,"solid color, no pattern",slip-on + platform design,Slip-on style
p1899,outerwear,olive green colorblock utility jacket,Unisex,utility jacket,loose silhouette,cotton fabric,army green colorblock,"solid color, no pattern",zipper and pocket design,pull-on + zipper adjustment
p1900,inner_top,off-white camisole,Unisex,camisole,slim-fit silhouette,cotton fabric,off-white,"solid color, no pattern",camisole and cinched waist design,pull-on + lace-up adjustment
p1901,inner_top,light brown camisole,Unisex,camisole,slim-fit silhouette,cotton fabric,light brown,"solid color, no pattern",camisole and cinched waist design,pull-on + lace-up adjustment
p1902,bottom,olive green drawstring mini skirt,Unisex,mini skirt,slim-fit skirt silhouette,cotton fabric,army green,"solid color, no pattern",drawstring + high-waisted design,pull-on + drawstring adjustment
p1903,bag,tan leather handbag,Unisex,handbag,square bag silhouette,leather fabric,tan,"solid color, no pattern",metal buckle + top handle design,open-close
p1904,shoes,tan casual sneakers,Unisex,sneakers,platform style,canvas,tan,"solid color, no pattern",lace-up and eyelet design,Lace-up closure
p1905,inner_top,olive green utility vest,Unisex,utility vest,loose silhouette,cotton fabric,army green,"solid color, no pattern",sleeveless + pocket design,pull-on + button fastening
p1906,inner_top,off-white embroidered camisole,Unisex,camisole,slim-fit silhouette,knit fabric,off-white,embroidered pattern,camisole and cinched waist design,pull-on + lace-up adjustment
p1907,bottom,olive green loose wide-leg trousers,Unisex,wide-leg trousers,loose fit,cotton fabric,army green,"solid color, no pattern",high-waisted + drawstring design,drawstring + pull-on
p1908,bag,tan leather handbag,Unisex,handbag,square bag silhouette,leather fabric,tan,"solid color, no pattern",metal buckle + top handle design,open-close
p1909,shoes,tan platform flats,Unisex,pumps,platform style,leather fabric,tan,"solid color, no pattern",buckle+platform design,Slip-on style
p1910,inner_top,red camisole,Unisex,camisole,slim-fit silhouette,cotton fabric,red,"solid color, no pattern",camisole and cinched waist design,pull-on + lace-up adjustment
p1911,inner_top,off-white camisole,Unisex,camisole,slim-fit silhouette,cotton fabric,off-white,"solid color, no pattern",camisole and cinched waist design,pull-on + lace-up adjustment
p1912,bottom,white embroidered wide-leg trousers,Unisex,wide-leg trousers,loose fit,cotton fabric,white,embroidered pattern,high-waist + straight-leg design,Zipper and button closure
p1913,accessory,white and red colorblock baseball cap,Unisex,baseball cap,decorative accessory,cotton fabric,white and red,letter print pattern,adjustable hood drawstring design,Direct wear
p1914,bag,black and red colorblock shoulder bag,Unisex,shoulder bag,square bag silhouette,leather fabric,black and red,"solid color, no pattern",metal buckle and single shoulder strap design,open-close + adjustable shoulder strap
p1915,shoes,black and blue colorblock casual sneakers,Unisex,casual shoes,platform style,canvas,black and blue,"solid color, no pattern",lace-up + platform design,Lace-up closure
p1916,outerwear,taupe hooded coat,Unisex,hooded coat,loose silhouette,wool,taupe,"solid color, no pattern",hooded + button-up design,pull-on + button fastening
p1917,inner_top,white and yellow letter print long-sleeve top,Unisex,long-sleeve top,loose silhouette,cotton fabric,white and yellow,letter print pattern,crew neck + long sleeve design,Pullover
p1918,bottom,multicolor striped loose maxi skirt,Unisex,maxi skirt,loose skirt silhouette,cotton fabric,multicolor striped,striped pattern,high-waist + straight-leg design,pull-on + button fastening
p1919,shoes,white casual sneakers,Unisex,sneakers,platform style,canvas,white,"solid color, no pattern",lace-up and eyelet design,Lace-up closure
p1920,outerwear,pink patch cardigan,Unisex,cardigan,loose silhouette,knit fabric,pink,patchwork,V-neck and button-up design,pull-on + button fastening
p1921,inner_top,green and white striped camisole,Unisex,camisole,slim-fit silhouette,knit fabric,green and white striped,striped pattern,camisole and cinched waist design,pull-on + lace-up adjustment
p1922,bottom,pink loose wide-leg trousers,Unisex,wide-leg trousers,loose fit,cotton fabric,pink,"solid color, no pattern",high-waist + straight-leg design,Zipper and button closure
p1923,shoes,off-white platform slides,Unisex,slippers,platform style,leather fabric,off-white,"solid color, no pattern",slip-on and cutout design,direct wear
p1924,inner_top,black and gray utility vest,Unisex,utility vest,loose silhouette,cotton fabric,black and grey,"solid color, no pattern",sleeveless + pocket design,pull-on + button fastening
p1925,inner_top,brown and white striped camisole,Unisex,camisole,slim-fit silhouette,knit fabric,brown and white striped,striped pattern,camisole and cinched waist design,pull-on + lace-up adjustment
p1926,bottom,black and gray leather mini skirt,Unisex,mini skirt,slim-fit skirt silhouette,leather fabric,blackish gray,"solid color, no pattern",high-waisted and A-line design,Zipper and button closure
p1927,bag,brown and black striped shoulder bag,Unisex,shoulder bag,tote bag silhouette,canvas,brown and black striped,striped pattern,Single shoulder strap,open-close + adjustable shoulder strap
p1928,shoes,black and brown platform shoes,Unisex,pumps,platform style,leather fabric,black and brown,"solid color, no pattern",buckle+platform design,Slip-on style
p1929,outerwear,printed utility jacket,Unisex,utility jacket,loose silhouette,cotton fabric,printed,printed pattern,zipper and pocket design,pull-on + zipper adjustment
p1930,mid_layer_top,printed hooded sweatshirt,Unisex,hooded sweatshirt,loose silhouette,cotton fabric,printed,printed pattern,hooded + drawstring design,Pullover
p1931,bottom,black plaid irregular mini skirt,Unisex,mini skirt,slim-fit skirt silhouette,cotton fabric,black plaid,plaid pattern,asymmetrical and high-waisted design,pull-on + button fastening
p1932,shoes,black and brown knee-high boots,Unisex,knee-high boots,platform boot silhouette,leather fabric,black and brown,"solid color, no pattern",metal buckle and boot shaft design,Slip-on style
p1933,outerwear,black leather blazer,Unisex,blazer,loose silhouette,leather fabric,black,"solid color, no pattern",lapel and button-up design,Button closure
p1934,inner_top,black sequin camisole,Unisex,camisole,slim-fit silhouette,sequin,black,sequin pattern,camisole and cinched waist design,pull-on + lace-up adjustment
p1935,bag,black utility shoulder bag,Unisex,shoulder bag,tote bag silhouette,canvas,black,"solid color, no pattern",drawstring and single shoulder strap design,open-close + adjustable shoulder strap
p1936,shoes,black and brown knee-high boots,Unisex,knee-high boots,platform boot silhouette,leather fabric,black and brown,"solid color, no pattern",metal buckle and boot shaft design,Slip-on style
p1937,inner_top,burgundy embroidered vest,Unisex,tank top,slim-fit silhouette,knit fabric,burgundy,embroidered pattern,sleeveless and V-neck design,pull-on + pullover adjustment
p1938,inner_top,light blue embroidered shirt,Unisex,shirt,loose silhouette,cotton fabric,light blue,embroidered pattern,lapel and button-up design,Button closure
p1939,bottom,black leather pleated mini skirt,Unisex,mini skirt,slim-fit skirt silhouette,leather fabric,black,"solid color, no pattern",pleated and belted design,Zipper and button closure
p1940,shoes,tan platform flats,Unisex,pumps,platform style,leather fabric,tan,"solid color, no pattern",buckle+platform design,Slip-on style
p1941,inner_top,tan faux fur vest,Unisex,tank top,loose silhouette,plush fabric,tan,geometric print,sleeveless and V-neck design,pull-on + button fastening
p1942,inner_top,faux two-piece embroidered camisole,Unisex,long-sleeve base layer with camisole overlay top,slim-fit style,knit + cotton,off-white and dark grey,floral and bird embroidery,side drawstring design,Pullover
p1943,bottom,tie-dye cargo jeans,Unisex,loose-fit multi-pocket cargo jeans,wide-leg silhouette,denim fabric,light grey-white and lavender tie-dye,tie-dye texture,multi-pocket detail,button-up
p1944,shoes,brown patent western boots,Unisex,pointed-toe low-heel western boots,boot-cut silhouette,patent leather,dark brown,solid,side zipper + heel pull tab,Pull-on
p1945,outerwear,brown faux fur collar cropped jacket,Women's,faux fur collar cropped brown jacket,cropped slim fit,plush and faux leather,brown,solid color,"fur collar trim, button closure","Cardigan style, adjustable button closure"
p1946,inner_top,white lace camisole,Women's,lace-trimmed camisole white lace tank top,slim sleeveless fit,lace + cotton,white,solid color,"lace trim, camisole design",Pullover
p1947,bottom,brown button-front shorts,Women's,button-embellished high-waisted brown shorts,high-waisted shorts silhouette,cotton-blend fabric,brown,solid color,"button detail, no extra embellishment","Easy to wear, adjustable waist"
p1948,bag,gray plush shoulder bag,Women's,faux fur shoulder bag grey plush shoulder bag,compact shoulder bag silhouette,plush fabric,gray,solid color,"faux fur trim, shoulder strap","Single shoulder carry, snap closure"
p1949,shoes,brown buckled knee-high boots,Women's,buckle-detail knee-high boots brown buckle boots,knee-high boot silhouette,faux leather fabric,brown,solid color,"buckle strap detail, side zipper",Side zipper closure
p1950,outerwear,dark brown faux fur collar cropped jacket,Women's,faux fur collar cropped dark brown jacket,cropped slim fit,plush and faux leather,dark brown,solid color,"fur collar trim, button closure","Cardigan style, adjustable button closure"
p1951,inner_top,white pleated camisole,Women's,"pleated camisole with strap detail, white pleated camisole",slim sleeveless fit,cotton fabric,white,solid color,"pleated detail, camisole design",Pullover
p1952,bottom,light blue jeans,Women's,"wide-leg denim jeans, light blue",loose wide-leg fit,denim fabric,light blue,solid color,"denim texture, no extra embellishment","Easy to wear, adjustable waist"
p1953,bag,gray plush shoulder bag,Women's,faux fur shoulder bag grey plush shoulder bag,compact shoulder bag silhouette,plush fabric,gray,solid color,"faux fur trim, shoulder strap","Single shoulder carry, snap closure"
p1954,shoes,brown faux fur collar ankle boots,Women's,"faux fur collar ankle boots, brown",ankle boot fit,faux leather and plush,brown,solid color,"fur collar trim, lace-up design",Lace-up closure
p1955,outerwear,light beige cropped blazer,Women's,"cropped blazer, light beige",cropped slim fit,polyester,light beige,solid color,button closure,"Cardigan style, adjustable button closure"
p1956,inner_top,brown lace camisole,Women's,"lace camisole, brown",slim sleeveless fit,lace + cotton,brown,solid color,"lace trim, camisole design",Pullover
p1957,bottom,light gray pleated skirt,Women's,"high-waisted pleated skirt, light gray",high-waisted pleated skirt silhouette,polyester,light gray,solid color,pleated detail,"Easy to wear, adjustable waist"
p1958,bag,brown handbag,Women's,"top-handle bag with hardware detail, brown",square handbag silhouette,faux leather fabric,brown,solid color,"hardware detail, top handle strap","Handheld/single shoulder carry, snap closure"
p1959,shoes,brown buckled knee-high boots,Women's,buckle-detail knee-high boots brown buckle boots,knee-high boot silhouette,faux leather fabric,brown,solid color,"buckle strap detail, side zipper",Side zipper closure
p1960,outerwear,white plush cropped jacket,Women's,"cropped faux fur jacket, white",cropped slim fit,plush fabric,white,solid color,button closure,"Cardigan style, adjustable button closure"
p1961,inner_top,white pleated camisole,Women's,"pleated camisole with strap detail, white pleated camisole",slim sleeveless fit,cotton fabric,white,solid color,"pleated detail, camisole design",Pullover
p1962,bottom,black fringe skirt,Women's,"high-waisted fringe skirt, black",high-waisted skirt silhouette,cotton-blend fabric,black,solid color,tassel trim,"Easy to wear, adjustable waist"
p1963,bag,dark brown handbag,Women's,"minimalist top-handle bag, dark brown",square handbag silhouette,faux leather fabric,dark brown,solid color,"top handle strap, buckle closure design","Handheld/single shoulder carry, snap closure"
p1964,shoes,black buckled ankle boots,Women's,"buckle ankle boots, black",ankle boot fit,faux leather fabric,black,solid color,"buckle strap detail, side zipper",Side zipper closure
p1965,outerwear,black faux fur cropped jacket,Women's,"cropped faux fur jacket, black",cropped slim fit,plush fabric,black,solid color,button closure,"Cardigan style, adjustable button closure"
p1966,inner_top,white slim-fit short-sleeve top,Women's,"slim-fit short-sleeve top, white",slim-fit short-sleeve silhouette,cotton fabric,white,solid color,no extra embellishment,Pullover
p1967,bottom,blue plaid pleated skirt,Women's,"plaid pleated skirt, blue",high-waisted pleated skirt silhouette,polyester,blue plaid,plaid,pleated detail,"Easy to wear, adjustable waist"
p1968,bag,black quilted shoulder bag,Women's,"quilted shoulder bag, black",shoulder bag silhouette,faux leather fabric,black,diamond pattern,"quilted detail, shoulder strap","Single shoulder carry, snap closure"
p1969,shoes,black knee-high boots,Women's,"minimalist knee-high boots, black",knee-high boot silhouette,faux leather fabric,black,solid color,side zipper,Side zipper closure
