itemID,title,gender,style,outline,materials,color,pattern,detail,donningdoffing,URL link
p1173,深棕装饰衬衫,男款,潮流装饰衬衫,短款版型,皮质面料,深棕色,装饰钉款,棉面料耐磨抗皱，装饰钉设计提升潮流感，短款版型增强利落感,纽扣式,https://item.taobao.com/item.htm?id=993246597389&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=00005YaKLBseZAGZPYg8WPKhi253gZey35M0rA0wpKgH1WQ&skuId=6133107083761&priceTId=213e051d17685636314238990e18b6&utparam=%7B%22aplus_abtest%22%3A%2268433eb8a6136a15c6e1a0d238e7978c%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22527938ecc077436090aa31399ed64778%22%2C%22selectedBenefitCode%22%3A%226bbe9e5241d84c78b048cf1da76e8487%2Cff16d2d68cb4409bb3a0f0d7390165c3%22%7D
p1174,酒红皮质夹克,男款,复古皮质夹克,短款版型,皮质面料,酒红色,纯色简约款,头层牛皮质感细腻，短款版型增强利落感，适配复古风格穿搭,拉链式,https://item.taobao.com/item.htm?id=977513898422&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=0000lYLHr9HjL-fc06YUux7OYxiy0wzXt7QYE8dFmu87xBQ&skuId=6099241067931&priceTId=213e051d17685636380891509e18b6&utparam=%7B%22aplus_abtest%22%3A%22e553dddbcead52ef8344fc63862bd401%22%7D&spm=a21n57.imgsearch.item.1
p1175,深灰做旧牛仔裤,男款,复古做旧牛仔裤,束脚版型,棉质面料,深灰做旧色,做旧装饰款,棉氨混纺增强弹性，做旧工艺强化复古感，束脚版型增强利落感,纽扣式,https://item.taobao.com/item.htm?id=989976259807&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=00008vKiu-CFom0Fp-b-CHKSq_1wMrdAgPgzeNtLt0j73vw&skuId=6126003602506&priceTId=213e051d17685636527092656e18b6&utparam=%7B%22aplus_abtest%22%3A%22ec465b32aac633f87780ac1f92f2fd76%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22527938ecc077436090aa31399ed64778%22%2C%22selectedBenefitCode%22%3A%226bbe9e5241d84c78b048cf1da76e8487%2Cff16d2d68cb4409bb3a0f0d7390165c3%22%7D
p1176,棕色厚底穆勒鞋,男款,休闲厚底穆勒鞋,厚底版型,皮质面料,棕色,纯色简约款,麂皮材质柔软细腻，厚底设计强化潮流感，套脚形式方便穿脱,套脚式,https://item.taobao.com/item.htm?id=1002420682199&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=0000-Ea6lv_ufyPTYyvGdvRWdoFTdxNhIiTNQH9IHg4XYfo&skuId=6005022412822&priceTId=213e051d17685636582343135e18b6&utparam=%7B%22aplus_abtest%22%3A%22141d9ab27b948b3d163bf3a4e5fc47f3%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22527938ecc077436090aa31399ed64778%22%2C%22selectedBenefitCode%22%3A%226bbe9e5241d84c78b048cf1da76e8487%2Cff16d2d68cb4409bb3a0f0d7390165c3%22%7D
p1177,黑色毛绒领夹克,男款,秋冬毛绒领夹克,短款版型,羽绒面料,黑色,毛绒装饰款,聚酯棉混纺轻盈保暖，毛绒领设计增强保暖性，短款版型增强利落感,纽扣式,https://item.taobao.com/item.htm?id=982512136126&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=0000Zz6wTO6cpxSVSiTIQ1gbacoavqB-vaYQjAdz141xIk0&skuId=5941267113440&priceTId=213e051d17685636675854141e18b6&utparam=%7B%22aplus_abtest%22%3A%22465a9511da371b3d5a4b26e82ad82b57%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22527938ecc077436090aa31399ed64778%22%2C%22selectedBenefitCode%22%3A%226bbe9e5241d84c78b048cf1da76e8487%2Cff16d2d68cb4409bb3a0f0d7390165c3%22%7D
p1178,黑色高领针织衫,男款,秋冬保暖针织衫,宽松版型,针织面料,黑色,纯色简约款,羊毛羊绒混纺保暖柔软，高领设计强化保暖性，宽松版型增强舒适感,套头式,https://item.taobao.com/item.htm?id=687635634224&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=0000pReNWF176XepUrVaPaW2cHXyvKKC-uyyPUQGGdyIRwI&skuId=4905186972320&priceTId=213e051d17685636809935491e18b6&utparam=%7B%22aplus_abtest%22%3A%229abb2986c327b45d9614669c8a5ced64%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22527938ecc077436090aa31399ed64778%22%2C%22selectedBenefitCode%22%3A%226bbe9e5241d84c78b048cf1da76e8487%2Cff16d2d68cb4409bb3a0f0d7390165c3%22%7D
p1179,迷彩休闲裤,男款,户外迷彩休闲裤,束脚版型,棉质面料,迷彩图案,迷彩装饰款,棉面料耐磨抗皱，迷彩设计提升户外风格，束脚版型增强利落感,抽绳式,https://item.taobao.com/item.htm?id=981108650001&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=00005vm6EsdT0Y1w64LVzLqZe_a2sIQtIwBthFGhaDAopnk&skuId=5940814809771&priceTId=213e051d17685636887576044e18b6&utparam=%7B%22aplus_abtest%22%3A%22bb28cfde972b4938e804d1e484b61185%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22527938ecc077436090aa31399ed64778%22%2C%22selectedBenefitCode%22%3A%226bbe9e5241d84c78b048cf1da76e8487%2Cff16d2d68cb4409bb3a0f0d7390165c3%22%7D
p1180,米白厚底穆勒鞋,男款,休闲厚底穆勒鞋,厚底版型,皮质面料,米白色,纯色简约款,麂皮材质柔软细腻，厚底设计强化潮流感，套脚形式方便穿脱,套脚式,https://item.taobao.com/item.htm?id=838295582467&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=0000xsm6I84_r-_spFyZudBzIoegqjpvIWGmdVYNR9qI6s8&skuId=5768808475178&priceTId=213e051d17685636970586773e18b6&utparam=%7B%22aplus_abtest%22%3A%227848cd37056ad06b0ff8a39f2a0efeb1%22%7D&spm=a21n57.imgsearch.item.1
p1181,黑灰毛绒领夹克,男款,秋冬毛绒领夹克,短款版型,棉质面料,黑灰拼色,毛绒装饰款,聚酯棉混纺轻盈保暖，毛绒领设计增强保暖性，短款版型增强利落感,拉链式,https://item.taobao.com/item.htm?id=995787344117&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=00008W0SPNqfXglhdkqlheqPcw5Nj3EkkGm1zPGyztPwIf0&skuId=6164748899500&priceTId=213e051d17685637067457552e18b6&utparam=%7B%22aplus_abtest%22%3A%228c4427e2bd4c655b2aea2cefde5827b4%22%7D&spm=a21n57.imgsearch.item.1
p1182,黑色印花高领T恤,男款,潮流印花高领T恤,修身版型,针织面料,黑色,印花装饰款,棉涤混纺柔软亲肤，印花设计强化潮流感，高领设计增强造型感,套头式,https://item.taobao.com/item.htm?id=944173904426&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=0000budMuea99EHQW32Icm_Oyppimbv9sF7yHiOYUJtcCdo&skuId=6010813114369&priceTId=213e051d17685637161548297e18b6&utparam=%7B%22aplus_abtest%22%3A%221a442c2f3542e0ba14764262401d5fb3%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22527938ecc077436090aa31399ed64778%22%2C%22selectedBenefitCode%22%3A%226bbe9e5241d84c78b048cf1da76e8487%2Cff16d2d68cb4409bb3a0f0d7390165c3%22%7D
p1183,灰黑印花休闲裤,男款,潮流印花休闲裤,束脚版型,棉质面料,灰黑印花,印花装饰款,聚酯粘纤混纺垂坠抗皱，印花设计提升潮流感，束脚版型增强利落感,抽绳式,https://item.taobao.com/item.htm?id=997567233563&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=0000Z0glJnbY2_iLtKy9wthYap1GD7gdaJc4uDW5zOI7OJI&skuId=5978148528271&priceTId=213e051d17685637234368891e18b6&utparam=%7B%22aplus_abtest%22%3A%2284447ca8256ac395f525d4031a330586%22%7D&spm=a21n57.imgsearch.item.1
p1184,黑色厚底机能鞋,男款,户外机能厚底鞋,厚底版型,皮质面料,黑色,机能装饰款,合成革材质耐磨轻便，机能扣设计提升潮流感，适配户外休闲穿搭,系带式,https://item.taobao.com/item.htm?id=769409010664&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=0000HJpcmC_HwSBq-lHxrXm1dVXGeQRkh2la-7VdAq2T70k&skuId=5278379657703&priceTId=213e051d17685637339241924e18b6&utparam=%7B%22aplus_abtest%22%3A%224896b3ff76ee48f3bcc5bbd34659338b%22%7D&spm=a21n57.imgsearch.item.1
p1185,白灰做旧皮质夹克,男款,复古做旧皮质夹克,短款版型,棉质面料,白灰做旧色,做旧装饰款,头层牛皮质感细腻，做旧工艺强化复古感，短款版型增强利落感,纽扣式,https://item.taobao.com/item.htm?id=987623209740&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=0000ZP8QLSSpRxY95YP05KkZLkr7OS8PIBqZijsmeP0Aya0&skuId=6116797878168&priceTId=213e051d17685637401052460e18b6&utparam=%7B%22aplus_abtest%22%3A%22da0bdfcfcb36eb3c6e3c504eab7886a9%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22527938ecc077436090aa31399ed64778%22%2C%22selectedBenefitCode%22%3A%226bbe9e5241d84c78b048cf1da76e8487%2Cff16d2d68cb4409bb3a0f0d7390165c3%22%7D
p1186,黑色印花高领T恤,男款,潮流印花高领T恤,修身版型,针织面料,黑色,印花装饰款,棉涤混纺柔软亲肤，印花设计强化潮流感，高领设计增强造型感,套头式,https://item.taobao.com/item.htm?id=944173904426&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=0000budMuea99EHQW32Icm_OyrCfsbCkkNaE-API9qmWPlU&skuId=6010813114369&priceTId=213e051d17685637721465240e18b6&utparam=%7B%22aplus_abtest%22%3A%2230df8bc909737f570ed9ebd69dcc9bf1%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22527938ecc077436090aa31399ed64778%22%2C%22selectedBenefitCode%22%3A%226bbe9e5241d84c78b048cf1da76e8487%2Cff16d2d68cb4409bb3a0f0d7390165c3%22%7D
p1187,黑色工装牛仔裤,男款,户外工装牛仔裤,束脚版型,棉质面料,黑色,工装装饰款,棉氨混纺增强弹性，工装口袋设计适配收纳，束脚版型增强利落感,纽扣式,https://item.taobao.com/item.htm?id=980576015789&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=0000ARNh8ceonU3yjVaVUh3gj2RtaJwyput1sfSjtHrK2HQ&skuId=5941542361928&priceTId=213e051d17685637791525761e18b6&utparam=%7B%22aplus_abtest%22%3A%22d733f2908cf443248e9d752b9de79570%22%7D&spm=a21n57.imgsearch.item.1&benefitReciveParams=%7B%22toast%22%3Atrue%2C%22channel%22%3A%22lafite_pcsousuojx%22%2C%22asac%22%3A%223A258115YHMBX70LR8BMZD%22%2C%22strategyCode%22%3A%22527938ecc077436090aa31399ed64778%22%2C%22selectedBenefitCode%22%3A%226bbe9e5241d84c78b048cf1da76e8487%2Cff16d2d68cb4409bb3a0f0d7390165c3%22%7D
p1188,黑色厚底机能鞋,男款,户外机能厚底鞋,厚底版型,皮质面料,黑色,机能装饰款,合成革材质耐磨轻便，机能扣设计提升潮流感，适配户外休闲穿搭,系带式,https://item.taobao.com/item.htm?id=769409010664&ns=1&abbucket=18&xxc=taobaoSearch&mi_id=0000HJpcmC_HwSBq-lHxrXm1da9OoiYNODfHLINo3CGVbFI&skuId=5278379657703&priceTId=213e051d17685637867396469e18b6&utparam=%7B%22aplus_abtest%22%3A%22ba856c09ab391585124a43d2b8094cba%22%7D&spm=a21n57.imgsearch.item.1
p1189,深灰半拉链加绒卫衣,男款,保暖休闲上衣,宽松型,棉质加绒,深灰,纯色简约款,聚酯纤维材质轻盈保暖，连帽设计增强休闲感，短款版型增强利落感,拉链式,https://item.taobao.com/item.htm?abbucket=2&id=989358115288&mi_id=0000pubRkwbLKpDDYEd2ffH2uJPerKqUMlaMMv72mz2cxN4&ns=1&priceTId=213e075617696077055194658e128b&skuId=5957871564369&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22e799fda0c6a1e7c179a18c43aed18440%22%7D&xxc=taobaoSearch
p1190,藏青工装加绒牛仔裤,男款,复古保暖裤装,阔腿型,牛仔加绒,藏青,纯色简约款,聚酯粘纤混纺垂坠抗皱，阔腿版型修饰腿型，适配通勤与休闲场景,拉链式,https://item.taobao.com/item.htm?abbucket=2&id=991363936587&mi_id=0000Gr_1ZSzRQkQBXnjGsE75MgaWk22wtYjZ7zn9NDPX2s8&ns=1&priceTId=213e075617696077331777263e128b&skuId=6009489829591&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22b89946275682d153b941550cc6d1e0a4%22%7D&xxc=taobaoSearch
p1191,黑灰拼色机能登山鞋,男款,户外休闲鞋,中帮型,网面、皮质,黑、灰,纯色简约款,头层牛皮质感细腻，手提设计适配通勤收纳，增强穿搭精致感,手提式,https://item.taobao.com/item.htm?abbucket=2&id=1014075614656&mi_id=0000yv513CJ3QAmElKBeN5sgZJ01Z1_NzfoKVciwU-UPKfw&ns=1&priceTId=213e075617696077487298812e128b&skuId=6184752398284&spm=a21n57.imgsearch.item.3&utparam=%7B%22aplus_abtest%22%3A%22bd317cd7409f3e052b14ee098a88cf03%22%7D&xxc=taobaoSearch
p1192,米白字母刺绣棒球帽,男款,复古休闲配饰,棒球帽型,棉质面料,米白,纯色简约款,羊毛材质柔软保暖，厚底设计强化潮流感，套脚形式方便穿脱,套脚式,https://dw4.co/t/A/1uD6CBwW0
p1193,深棕皮质手提公文包,通用款,商务休闲包袋,公文包型,皮质面料,深棕,纯色简约款,聚酯纤维材质轻盈保暖，连帽设计增强休闲感，短款版型增强利落感,拉链式,https://item.taobao.com/item.htm?abbucket=2&id=1003013406243&mi_id=0000pEUJh_NFKBRsSb5mHL7i0CfA53B-wTDsygOgY8iiPoQ&ns=1&priceTId=213e075617696078633903124e128b&skuId=5993990872433&spm=a21n57.imgsearch.item.4&utparam=%7B%22aplus_abtest%22%3A%22b411dfaa2eeb53c86a5033e8e0279f39%22%7D&xxc=taobaoSearch
p1194,浅灰条纹针织毛衣,男款,复古休闲上衣,宽松型,针织面料,浅灰、白,纯色简约款,羊毛羊绒混纺保暖柔软，半开襟设计适配调节，宽松版型增强舒适感,纽扣式,https://item.taobao.com/item.htm?abbucket=2&id=980947582650&mi_id=000053DNDVqwMgCJUqRZttk9zlHZYp8H4eoi1d8xzQxEVys&ns=1&priceTId=213e075617696078742683964e128b&skuId=6105211302143&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22959a59a8eac3fe543a62cc51aa8de91c%22%7D&xxc=taobaoSearch
p1195,黑色机能束脚工装裤,男款,潮酷休闲裤装,束脚型,棉质面料,黑色,纯色简约款,聚酯粘纤混纺垂坠抗皱，抽绳腰头适配不同身形，阔腿版型修饰腿型,抽绳式,https://item.taobao.com/item.htm?abbucket=2&id=982966036501&mi_id=00000eeNSOTmDm13eJdmSmwO-6_IAadO-wEKvtuERQHfmIg&ns=1&priceTId=213e075617696078882125381e128b&skuId=6139806866392&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22b8634c2cf90ea10e2c94b1a839401b59%22%7D&xxc=taobaoSearch
p1196,黑银拼色运动手表,通用款,机能休闲配饰,腕表型,金属、硅胶,黑、银,纯色简约款,羊毛材质柔软保暖，厚底设计强化潮流感，套脚形式方便穿脱,套脚式,https://dw4.co/t/A/1uD5OgluW
p1197,酒红麂皮休闲板鞋,男款,复古休闲鞋,低帮型,麂皮面料,酒红,纯色简约款,聚酯纤维材质轻盈保暖，马甲版型适配叠穿，增强穿搭层次感,拉链式,https://item.taobao.com/item.htm?abbucket=2&id=990264255016&mi_id=00001lF6cQ49BEv5W8yALgEkegi2Kk7IcaLdIJ65Nv1VDIk&ns=1&priceTId=213e075617696078984046224e128b&skuId=6127926139403&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22958139fd8be6aa7c7bcbe8ccdbfea288%22%7D&xxc=taobaoSearch
p1198,浅灰双面穿夹克,男款,简约休闲外套,宽松型,防风面料,浅灰、黑,纯色简约款,棉涤混纺柔软亲肤，连帽设计增强休闲感，宽松版型增强舒适感,套头式,https://item.taobao.com/item.htm?abbucket=2&id=990835774261&mi_id=0000vtxcdcWc0-mzedg8SuIi6HYcvbudo9NgTHKZ5w3R0_4&ns=1&priceTId=213e075617696079503773224e128b&skuId=5961258908444&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22f2575319adc3a30cde89bad4c31d5388%22%7D&xxc=taobaoSearch
p1199,深灰抽绳阔腿卫裤,男款,简约休闲裤装,阔腿型,棉质面料,深灰,纯色简约款,聚酯粘纤混纺垂坠抗皱，抽绳腰头适配不同身形，阔腿版型修饰腿型,抽绳式,https://item.taobao.com/item.htm?abbucket=2&id=990835774261&mi_id=0000vtxcdcWc0-mzedg8SuIi6HYcvbudo9NgTHKZ5w3R0_4&ns=1&priceTId=213e075617696079503773224e128b&skuId=5961258908444&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22f2575319adc3a30cde89bad4c31d5388%22%7D&xxc=taobaoSearch
p1200,深灰麂皮包头拖,通用款,慵懒休闲鞋,包头拖型,麂皮面料,深灰,纯色简约款,麂皮材质柔软细腻，厚底设计强化潮流感，套脚形式方便穿脱,套脚式,https://dw4.co/t/A/1uD70R847
p1201,浅灰拉链针织夹克,男款,复古休闲外套,宽松型,针织面料,浅灰,纯色简约款,棉涤混纺柔软亲肤，拉链设计方便穿脱，短款版型增强利落感,拉链式,https://item.taobao.com/item.htm?abbucket=2&id=979201449157&mi_id=0000IbPh81jyioJUpGFxVFaCwsqYVfWsq22bMpRIVUVaPZs&ns=1&priceTId=213e075617696079873036648e128b&skuId=6100265398621&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22d8a5eaa7ad7a89a47988a76e77e7af3d%22%7D&xxc=taobaoSearch
p1202,黑色半高领毛衣,男款,简约休闲上衣,宽松型,针织面料,黑色,纯色简约款,羊毛羊绒混纺保暖柔软，高领设计强化保暖性，宽松版型增强舒适感,套头式,https://item.taobao.com/item.htm?abbucket=2&id=990678081393&mi_id=0000Gg3zD6HIJfCZp7syQ6_ECYVB8U18VqI3HaiifvXiH8Y&ns=1&priceTId=213e075617696079982557530e128b&skuId=5959104145354&spm=a21n57.imgsearch.item.9&utparam=%7B%22aplus_abtest%22%3A%2293315f204aaf02c39e62718565320657%22%7D&xxc=taobaoSearch
p1203,黑色抽绳束脚卫裤,男款,潮酷休闲裤装,束脚型,棉质面料,黑色,纯色简约款,聚酯粘纤混纺垂坠抗皱，抽绳腰头适配不同身形，阔腿版型修饰腿型,抽绳式,https://item.taobao.com/item.htm?abbucket=2&id=843780122012&mi_id=0000LHmDhcYFwxxQwhLmpXilU1nrM9PENrTBz2xp8VpZBbg&ns=1&priceTId=213e075617696081695506476e128b&skuId=5904269619240&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22ee32d748e58ebbceeacdaab1ae850fab%22%7D&xxc=taobaoSearch
p1204,黑色几何造型手提包,通用款,简约休闲包袋,手提包型,皮质面料,黑色,纯色简约款,头层牛皮质感细腻，托特包设计适配通勤收纳，增强穿搭精致感,手提式,https://item.taobao.com/item.htm?abbucket=2&id=764036817036&mi_id=0000JuHF3CDokV1Q9YhX3_AnF366GZSauF0bEN8tkQ1BrMw&ns=1&priceTId=213e075617696081813967545e128b&skuId=5430750739398&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22f4f2fe4d981e3e11d9104575922103e7%22%7D&xxc=taobaoSearch
p1205,白灰拼色休闲板鞋,男款,复古休闲鞋,低帮型,皮质、麂皮,白、灰、棕,纯色简约款,合成革材质耐磨轻便，基础款适配多场景穿搭，增强休闲感,系带式,https://item.taobao.com/item.htm?abbucket=2&id=967323484566&mi_id=00008ZQHkyqyagWQbAoF-NWLjibd7klQYpvRkhvvnr8P3w4&ns=1&priceTId=213e075617696081968088829e128b&skuId=6076652838489&spm=a21n57.imgsearch.item.4&utparam=%7B%22aplus_abtest%22%3A%22db6895c1c3614d7e3862d6b58cccd789%22%7D&xxc=taobaoSearch
p1206,黑灰连帽皮质夹克,男款,潮酷休闲外套,宽松型,皮质面料,黑、灰,纯色简约款,头层牛皮质感细腻，连帽设计增强休闲感，短款版型增强利落感,拉链式,https://item.taobao.com/item.htm?id=998025622231&ns=1&abbucket=2&xxc=taobaoSearch&mi_id=0000Euhbs8uoMsmC0z3pWBI3evX7IvRqqamcP6kPa8cvYoE&skuId=5982546957352&priceTId=213e075617696082206312979e128b&utparam=%7B%22aplus_abtest%22%3A%22b1b0b3af6b666af292172ef47b230276%22%7D&spm=a21n57.imgsearch.item.1
p1207,浅灰坑条亨利领毛衣,男款,复古休闲上衣,宽松型,针织面料,浅灰,纯色简约款,羊毛羊绒混纺保暖柔软，半开襟设计适配调节，宽松版型增强舒适感,纽扣式,https://item.taobao.com/item.htm?abbucket=2&id=997727696357&mi_id=0000usF5PRnUkStLfhaRedKRDZL5AO3vkVD2dKkd2ehnTCk&ns=1&priceTId=213e075617696082349434422e128b&skuId=5976741472398&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22055644ea5de14ded32970ae3ef69da94%22%7D&xxc=taobaoSearch
p1208,深灰阔腿休闲裤,男款,简约休闲裤装,阔腿型,棉质面料,深灰,纯色简约款,聚酯粘纤混纺垂坠抗皱，直筒版型适配通勤场景，提升穿搭精致度,拉链式,https://item.taobao.com/item.htm?abbucket=2&id=986375495824&mi_id=0000b6tIXRpIIS2QCh1-KZGeExhGn5X8P-kq1qHXvWWoQQU&ns=1&priceTId=213e075617696082505985853e128b&skuId=5951007020020&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%220a34a720074a73816a3c684da205bb5b%22%7D&xxc=taobaoSearch
p1209,深灰毛毡软木底包头拖,通用款,慵懒休闲鞋,包头拖型,毛毡、软木,深灰,纯色简约款,羊毛材质柔软保暖，厚底设计强化潮流感，套脚形式方便穿脱,套脚式,https://dw4.co/t/A/1uD5OgluW
p1210,米白毛领工装羽绒服,男款,保暖休闲外套,宽松型,羽绒面料,米白、黑,纯色简约款,聚酯纤维材质轻盈保暖，毛绒领设计增强保暖性，短款版型增强利落感,拉链式,https://item.taobao.com/item.htm?abbucket=2&id=989340335647&mi_id=0000ff9xc5RaHpVU57jKbfabTPFazhZGqldGT_0UnSrPuwI&ns=1&priceTId=213e075617696082817588978e128b&skuId=5959096193589&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%225bed7e8290e322c00ab98a1452c05642%22%7D&xxc=taobaoSearch
p1211,黑色高领毛衣,男款,简约休闲上衣,宽松型,针织面料,黑色,纯色简约款,羊毛羊绒混纺保暖柔软，高领设计强化保暖性，宽松版型增强舒适感,套头式,https://item.taobao.com/item.htm?abbucket=2&id=980057914919&mi_id=000072T77-NG72UKfOSnkfdxIPo9aC_SBwj3v2C7s-CYnxc&ns=1&priceTId=213e075617696082917181893e128b&skuId=6104306923538&spm=a21n57.imgsearch.item.2&utparam=%7B%22aplus_abtest%22%3A%22e07cdf2d79b9f6534cd588de1093e834%22%7D&xxc=taobaoSearch
p1212,深灰抽绳阔腿卫裤,男款,简约休闲裤装,阔腿型,棉质面料,深灰,纯色简约款,聚酯粘纤混纺垂坠抗皱，抽绳腰头适配不同身形，阔腿版型修饰腿型,抽绳式,https://item.taobao.com/item.htm?abbucket=2&id=991363508417&mi_id=0000OwPdRktK1dVezs1ovqX9TnVWt_Zyv0pMFzMJDJBgj4Q&ns=1&priceTId=213e075617696083034072743e128b&skuId=5959100529319&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%224251eace7fcdff901f45d632ef272362%22%7D&xxc=taobaoSearch
p1213,深灰毛毡纽扣包头拖,通用款,慵懒休闲鞋,包头拖型,毛毡面料,深灰,纯色简约款,羊毛材质柔软保暖，厚底设计强化潮流感，套脚形式方便穿脱,套脚式,https://detail.tmall.com/item.htm?abbucket=2&id=625047791246&mi_id=0000e1sCvq6HOIDO_XMhSSANeP0ufa3_KImZJ3t4d8ZK5eE&ns=1&priceTId=213e075617696083164143783e128b&skuId=4423638529505&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22a87afcb52a7c1843670fa6f0ac735669%22%7D&xxc=taobaoSearch
p1214,棕咖麂皮羊羔毛夹克,男款,复古保暖外套,宽松型,麂皮、羊羔毛,棕咖,纯色简约款,棉涤混纺柔软亲肤，短款版型增强利落感，适配日常休闲穿搭,拉链式,https://item.taobao.com/item.htm?abbucket=2&id=984820871488&mi_id=0000yo1LqNe7j-nhFsXJ-BSmK9pHyLwbZ1eBtBBQvFu5s9g&ns=1&priceTId=213e075617696083406565902e128b&skuId=5947817728336&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22255ed020ab68f061d97b717c3a2ae8ee%22%7D&xxc=taobaoSearch
p1215,棕咖坑条高领毛衣,男款,复古休闲上衣,宽松型,针织面料,棕咖,纯色简约款,羊毛羊绒混纺保暖柔软，高领设计强化保暖性，宽松版型增强舒适感,套头式,https://item.taobao.com/item.htm?abbucket=2&id=990678081393&mi_id=0000Gg3zD6HIJfCZp7syQ6_ECUOmbB3RB4q2bwDdN0GrhLo&ns=1&priceTId=213e075617696083504036873e128b&skuId=5959104145354&spm=a21n57.imgsearch.item.1&utparam=%7B%22aplus_abtest%22%3A%22c1f45548508d32d0c4d3262ed1849542%22%7D&xxc=taobaoSearch
